character,frequency,frequencyRel
e,21712,0.14201616912168702
a,18713,0.12239998953454907
n,11111,0.07267601580283091
o,11072,0.0724209204364093
r,10914,0.07138745715706026
t,9045,0.05916250228931739
i,6372,0.04167865832919076
h,6302,0.041220794850998145
u,6140,0.040161167944323804
l,5738,0.03753172339813192
d,5421,0.035458255932602496
z,4566,0.02986578059182125
m,4503,0.029453703461447895
s,4153,0.02716438607048481
k,3628,0.023730409984040187
g,3481,0.02276889667983569
v,3036,0.019858193139896917
p,3013,0.019707752282776485
c,2766,0.01809214829543968
b,2722,0.017804348394861464
',2709,0.017719316606054265
ñ,1900,0.01242772297951388
w,1159,0.007580911017503467
ù,689,0.004506684806781612
f,687,0.004493602993118966
j,513,0.0033554852044687476
ʼ,336,0.00219774469532456
y,224,0.0014651631302163733
’,104,0.0006802543104576018
ê,92,0.0006017634284817247
â,15,9.811360246984642e-05
é,10,6.540906831323095e-05
/,10,6.540906831323095e-05
à,6,3.924544098793857e-05
x,5,3.2704534156615475e-05
q,4,2.616362732529238e-05
û,4,2.616362732529238e-05
ô,3,1.9622720493969285e-05
è,3,1.9622720493969285e-05
ü,2,1.308181366264619e-05
½,1,6.540906831323095e-06
