character,frequency,frequencyRel
а,11568,0.11363569386732679
н,8445,0.0829575929036631
е,7839,0.07700468570418177
р,6825,0.06704388058821796
т,6655,0.06537392312301693
ӑ,6093,0.05985324020864645
л,6016,0.05909684770970245
ӗ,5250,0.051572215837090735
с,4372,0.042947376693287756
и,4285,0.04209275140227311
п,3992,0.03921453059460309
у,3983,0.039126121081739504
к,3675,0.036100551085963516
м,3530,0.03467617560093911
ҫ,3268,0.0321024764486881
х,2943,0.028909910706392008
в,2532,0.024872542952288332
ш,1978,0.019430446271574378
ч,1650,0.01620841069165709
о,1260,0.012377331800901777
й,1255,0.012328215404866453
ы,1078,0.010589494985215964
ь,536,0.0052652776549867875
я,504,0.004950932720360711
д,417,0.004096307429346064
ӳ,343,0.0033693847680232613
ц,268,0.0026326388274933938
г,237,0.002328117172074382
б,217,0.0021316515879330838
ю,198,0.0019450092829988506
ф,175,0.0017190738612363578
э,152,0.0014931384394738653
з,134,0.0013163194137466969
ж,99,0.0009725046414994253
щ,26,0.0002554052593836875
ъ,1,9.823279207064902e-06
