character,frequency,frequencyRel
а,47917,0.12373181155023046
э,33364,0.08615289272203788
н,29520,0.07622687307141104
г,24963,0.06445973687268408
л,20691,0.05342853085096769
р,19631,0.05069138703471783
х,19253,0.049715311220998544
д,19044,0.04917562909119079
о,18865,0.0487134132958052
й,17014,0.043933740461957575
и,16552,0.04274075891185622
ү,13541,0.034965721147018194
у,12721,0.03284830800614566
т,12634,0.03262365563632138
с,11351,0.029310678734200096
б,11241,0.02902663550798549
ө,10073,0.026010612887815837
м,8741,0.02257110763947168
ж,6747,0.017422178611545065
в,5511,0.014230565633351839
ч,5317,0.013729616670755168
з,3576,0.00923398706312215
ш,3382,0.00873303810052548
ы,3175,0.008198520393012537
ь,3105,0.00801776561269415
ц,2588,0.006682762449485494
я,2339,0.0060397918737815194
ю,1560,0.0040282493899526164
е,1279,0.0033026480575316644
ё,617,0.001593224277949208
к,511,0.0013195098963242225
п,269,0.0006946147986520857
ф,121,0.0003124475488360683
ъ,50,0.00012911055737027617
',1,2.5822111474055233e-06
h,1,2.5822111474055233e-06
