character,frequency,frequencyRel
e,481973,0.1120985014939939
a,473407,0.11010619951069286
i,467384,0.10870535491048014
o,388224,0.09029412154623659
n,311275,0.07239712816390742
t,290562,0.06757964614428165
r,278173,0.06469818113481204
l,274988,0.0639574057651163
s,226233,0.05261784433669671
c,182972,0.04255609134818559
d,153258,0.03564513394311822
u,133914,0.031146057412068103
p,120850,0.02810759919238041
m,111432,0.025917136890404088
g,74701,0.017374147846669498
v,73581,0.01711365540897429
f,49888,0.011603077439052329
b,41034,0.009543791686058236
z,38963,0.009062113258855755
h,38111,0.00886395294018047
q,18182,0.004228815626941338
',15507,0.0036066573494103684
è,14855,0.0034550135374663716
à,8053,0.0018729871435352872
ò,7144,0.0016615696204415858
y,4138,0.0009624265242703363
k,3903,0.0009077696288610736
ù,3609,0.0008393903639660811
w,3548,0.0008252028294130384
ì,2443,0.0005681991297226756
é,2076,0.0004828413398707632
j,1781,0.0004142294924421143
’,1508,0.000350734460753907
x,993,0.00023095445592084192
í,143,3.325930231287049e-05
á,114,2.6514408836833817e-05
ó,65,1.5117864687668404e-05
ú,62,1.4420117086699093e-05
/,50,1.162912668282185e-05
ō,41,9.535883879913917e-06
‘,31,7.210058543349547e-06
š,31,7.210058543349547e-06
ū,26,6.047145875067362e-06
ï,25,5.814563341410925e-06
ʿ,23,5.349398274098051e-06
č,21,4.884233206785177e-06
ñ,21,4.884233206785177e-06
ä,19,4.4190681394723025e-06
ø,18,4.186485605815866e-06
ã,17,3.953903072159429e-06
ê,15,3.4887380048465547e-06
ć,12,2.7909904038772437e-06
ô,11,2.558407870220807e-06
ß,9,2.093242802907933e-06
ë,9,2.093242802907933e-06
å,8,1.860660269251496e-06
î,7,1.628077735595059e-06
ž,7,1.628077735595059e-06
ḥ,6,1.3954952019386219e-06
ł,6,1.3954952019386219e-06
–,5,1.162912668282185e-06
ń,5,1.162912668282185e-06
ę,4,9.30330134625748e-07
ṣ,4,9.30330134625748e-07
ř,4,9.30330134625748e-07
ş,4,9.30330134625748e-07
ī,4,9.30330134625748e-07
ı,3,6.977476009693109e-07
ě,3,6.977476009693109e-07
ö,3,6.977476009693109e-07
ā,2,4.65165067312874e-07
æ,2,4.65165067312874e-07
ʻ,2,4.65165067312874e-07
ś,2,4.65165067312874e-07
ș,2,4.65165067312874e-07
´,2,4.65165067312874e-07
б,2,4.65165067312874e-07
е,2,4.65165067312874e-07
а,2,4.65165067312874e-07
ד,2,4.65165067312874e-07
ğ,1,2.32582533656437e-07
…,1,2.32582533656437e-07
đ,1,2.32582533656437e-07
ц,1,2.32582533656437e-07
µ,1,2.32582533656437e-07
古,1,2.32582533656437e-07
多,1,2.32582533656437e-07
万,1,2.32582533656437e-07
ü,1,2.32582533656437e-07
=,1,2.32582533656437e-07
ň,1,2.32582533656437e-07
`,1,2.32582533656437e-07
旅,1,2.32582533656437e-07
ė,1,2.32582533656437e-07
л,1,2.32582533656437e-07
љ,1,2.32582533656437e-07
ו,1,2.32582533656437e-07
ה,1,2.32582533656437e-07
ъ,1,2.32582533656437e-07
ð,1,2.32582533656437e-07
ő,1,2.32582533656437e-07
œ,1,2.32582533656437e-07
û,1,2.32582533656437e-07
禅,1,2.32582533656437e-07
þ,1,2.32582533656437e-07
ʹ,1,2.32582533656437e-07
~,1,2.32582533656437e-07
ʾ,1,2.32582533656437e-07
ə,1,2.32582533656437e-07
ź,1,2.32582533656437e-07
