character,frequency,frequencyRel
a,94239,0.1226878612716763
e,84971,0.11062203822319429
i,74986,0.09762276727594647
s,66525,0.08660756131854398
t,56777,0.07391683591105556
l,47161,0.061397958652293916
u,44864,0.058407540488465345
n,38036,0.04951830443159923
k,37063,0.04825157527469666
d,31011,0.04037259803155757
o,30426,0.03961099828151851
m,28451,0.03703978545019007
r,23259,0.030280424933604125
v,19009,0.024747435296568244
g,14670,0.01909857834713326
p,14033,0.018269280841535177
j,12891,0.01678253397906577
h,12719,0.016558610633755143
ä,10160,0.013227099932302245
õ,8997,0.011713013591626308
b,7166,0.009329271467999792
ü,5487,0.00714341509139197
ö,2534,0.003298963703587981
f,1206,0.0015700671770035933
c,579,0.0007537884705514763
y,274,0.00035671509659948965
w,188,0.0002447534239441754
š,138,0.00017965942821434152
',87,0.00011326355256991095
z,84,0.00010935791282612091
ž,53,6.899963547362391e-05
x,50,6.509399572983388e-05
q,25,3.254699786491694e-05
̇,1,1.3018799145966775e-06
