character,frequency,frequencyRel
a,236068,0.12016096931789608
i,198026,0.10079721143969403
o,180473,0.0918625591596856
e,177642,0.09042155189000498
n,151754,0.07724430137870444
s,135456,0.06894845663082218
r,116050,0.059070608847204366
l,113695,0.05787189033074451
t,108813,0.05538690358027444
k,71921,0.036608507185693966
m,63357,0.032249345667663305
u,62235,0.03167823646364294
d,56968,0.02899728086865608
j,52744,0.02684722268881471
p,52621,0.026784614460566486
v,38269,0.0194793031449691
f,22328,0.011365174962002405
g,21351,0.010867872205916935
b,20792,0.01058333562387827
ĝ,17193,0.008751408685135584
c,14913,0.007590865917607572
ĉ,12301,0.006261331834807936
z,10437,0.0053125372213552085
ŭ,9985,0.005082464707792637
h,8380,0.004265503680651207
ŝ,8232,0.004190170202759038
ĵ,2135,0.0010867363195931179
ĥ,268,0.00013641467618311735
',165,8.39866476500536e-05
ﬁ,10,5.090099857579006e-06
–,4,2.0360399430316026e-06
’,3,1.5270299572737018e-06
y,3,1.5270299572737018e-06
—,2,1.0180199715158013e-06
ǔ,1,5.090099857579007e-07
ñ,1,5.090099857579007e-07
é,1,5.090099857579007e-07
ﬂ,1,5.090099857579007e-07
