character,frequency,frequencyRel
e,2720673,0.1446446266834902
s,1453738,0.07728800569035811
a,1421342,0.07556567179501739
n,1356462,0.07211632548282741
t,1353522,0.07196002033242915
i,1350346,0.07179116823798533
r,1255105,0.06672767884033913
l,1108112,0.058912793475546565
u,1055547,0.05611817434946355
o,999310,0.05312833328043414
d,694508,0.03692352972543831
c,618086,0.032860552785392336
m,531949,0.02828107770380929
p,508785,0.027049563246725927
é,415778,0.022104844497375535
v,265583,0.014119724747693449
g,217400,0.011558074726727825
f,195263,0.010381160742249564
b,176774,0.009398192740306276
h,175945,0.00935411894109534
q,156140,0.008301185776592836
',141928,0.007545604552967004
x,95660,0.005085765539828812
à,82940,0.004409506521779235
j,78896,0.004194507192455926
è,75211,0.00399859410428669
’,66982,0.0035610991782230135
y,65421,0.0034781085864639422
z,46051,0.002448302204418321
k,25248,0.0013423103528078387
ê,23663,0.0012580438006373528
ç,12503,0.0006647222093297056
w,11783,0.0006264433969872767
â,8523,0.0004531254411035016
ô,8446,0.0004490317347835474
î,7949,0.000422608721263843
œ,4621,0.0002456755442143941
́,4589,0.0002439742636658417
û,3523,0.0001873003553921901
ù,2555,0.0001358366187984802
ï,2382,0.0001266390708328688
̂,1453,7.724876990770713e-05
̀,966,5.1357406559425384e-05
á,811,4.311682890237473e-05
ë,803,4.269150876523663e-05
í,594,3.1580020182503806e-05
ü,594,3.1580020182503806e-05
ö,527,2.8017964033972235e-05
ó,470,2.4987558056863283e-05
ō,389,2.0681191668340034e-05
ä,282,1.4992534834117969e-05
̧,220,1.1696303771297707e-05
š,212,1.1270983634159608e-05
ć,193,1.0260848308456624e-05
ł,169,8.984887897042329e-06
č,160,8.506402742761968e-06
ñ,156,8.29374267419292e-06
ū,114,6.060811954217902e-06
ú,114,6.060811954217902e-06
ø,104,5.529161782795279e-06
ā,95,5.050676628514919e-06
å,87,4.62535649137682e-06
æ,81,4.3063663885232466e-06
ã,81,4.3063663885232466e-06
ă,76,4.040541302811935e-06
ž,71,3.7747162171006236e-06
—,67,3.562056148531574e-06
ș,66,3.508891131389312e-06
ń,64,3.4025610971047874e-06
ß,51,2.7114158742553772e-06
ş,45,2.392425771401804e-06
ı,43,2.286095737117279e-06
ř,42,2.2329307199750166e-06
´,38,2.0202706514059675e-06
̈,37,1.967105634263705e-06
ý,36,1.9139406171214428e-06
–,35,1.8607755999791806e-06
ś,33,1.754445565694656e-06
ț,31,1.6481155314101313e-06
đ,29,1.5417854971256067e-06
/,28,1.4886204799833444e-06
ò,27,1.4354554628410822e-06
ż,27,1.4354554628410822e-06
ÿ,26,1.3822904456988198e-06
ī,25,1.3291254285565576e-06
ę,24,1.2759604114142953e-06
ð,23,1.2227953942720329e-06
ą,21,1.1164653599875083e-06
º,21,1.1164653599875083e-06
ě,17,9.038052914184591e-07
ē,17,9.038052914184591e-07
ė,16,8.506402742761968e-07
ğ,16,8.506402742761968e-07
̇,14,7.443102399916722e-07
ì,13,6.911452228494099e-07
ź,12,6.379802057071476e-07
‘,12,6.379802057071476e-07
ʻ,12,6.379802057071476e-07
ő,11,5.848151885648854e-07
β,10,5.31650171422623e-07
α,9,4.784851542803607e-07
ņ,9,4.784851542803607e-07
õ,8,4.253201371380984e-07
`,8,4.253201371380984e-07
ʿ,7,3.721551199958361e-07
ả,7,3.721551199958361e-07
π,7,3.721551199958361e-07
σ,7,3.721551199958361e-07
ṣ,7,3.721551199958361e-07
þ,7,3.721551199958361e-07
ň,6,3.189901028535738e-07
ʾ,6,3.189901028535738e-07
·,6,3.189901028535738e-07
ŏ,6,3.189901028535738e-07
κ,5,2.658250857113115e-07
ľ,5,2.658250857113115e-07
ʼ,4,2.126600685690492e-07
δ,4,2.126600685690492e-07
ť,4,2.126600685690492e-07
ṇ,4,2.126600685690492e-07
ầ,3,1.594950514267869e-07
ư,3,1.594950514267869e-07
ơ,3,1.594950514267869e-07
ễ,3,1.594950514267869e-07
ļ,3,1.594950514267869e-07
½,3,1.594950514267869e-07
ĩ,3,1.594950514267869e-07
ţ,3,1.594950514267869e-07
ҫ,3,1.594950514267869e-07
ا,3,1.594950514267869e-07
°,3,1.594950514267869e-07
ệ,3,1.594950514267869e-07
г,3,1.594950514267869e-07
…,3,1.594950514267869e-07
ạ,3,1.594950514267869e-07
ů,3,1.594950514267869e-07
ṯ,3,1.594950514267869e-07
ν,2,1.063300342845246e-07
е,2,1.063300342845246e-07
а,2,1.063300342845246e-07
|,2,1.063300342845246e-07
τ,2,1.063300342845246e-07
ℝ,2,1.063300342845246e-07
=,2,1.063300342845246e-07
ṭ,2,1.063300342845246e-07
μ,2,1.063300342845246e-07
ο,2,1.063300342845246e-07
ن,2,1.063300342845246e-07
),2,1.063300342845246e-07
ː,2,1.063300342845246e-07
ℤ,2,1.063300342845246e-07
ǎ,2,1.063300342845246e-07
γ,2,1.063300342845246e-07
ǹ,2,1.063300342845246e-07
ộ,2,1.063300342845246e-07
ắ,2,1.063300342845246e-07
ề,2,1.063300342845246e-07
星,2,1.063300342845246e-07
ʉ,2,1.063300342845246e-07
ị,2,1.063300342845246e-07
†,2,1.063300342845246e-07
п,1,5.31650171422623e-08
ồ,1,5.31650171422623e-08
′,1,5.31650171422623e-08
め,1,5.31650171422623e-08
や,1,5.31650171422623e-08
ĺ,1,5.31650171422623e-08
и,1,5.31650171422623e-08
з,1,5.31650171422623e-08
м,1,5.31650171422623e-08
н,1,5.31650171422623e-08
ổ,1,5.31650171422623e-08
ℕ,1,5.31650171422623e-08
υ,1,5.31650171422623e-08
к,1,5.31650171422623e-08
ደ,1,5.31650171422623e-08
ぬ,1,5.31650171422623e-08
の,1,5.31650171422623e-08
ι,1,5.31650171422623e-08
ρ,1,5.31650171422623e-08
ό,1,5.31650171422623e-08
ς,1,5.31650171422623e-08
ب,1,5.31650171422623e-08
ل,1,5.31650171422623e-08
ر,1,5.31650171422623e-08
و,1,5.31650171422623e-08
د,1,5.31650171422623e-08
ي,1,5.31650171422623e-08
ỳ,1,5.31650171422623e-08
ℰ,1,5.31650171422623e-08
ቀ,1,5.31650171422623e-08
へ,1,5.31650171422623e-08
ま,1,5.31650171422623e-08
‐,1,5.31650171422623e-08
ǃ,1,5.31650171422623e-08
ħ,1,5.31650171422623e-08
̃,1,5.31650171422623e-08
ậ,1,5.31650171422623e-08
う,1,5.31650171422623e-08
ゔ,1,5.31650171422623e-08
ǫ,1,5.31650171422623e-08
я,1,5.31650171422623e-08
ċ,1,5.31650171422623e-08
զ,1,5.31650171422623e-08
青,1,5.31650171422623e-08
貴,1,5.31650171422623e-08
ũ,1,5.31650171422623e-08
ǔ,1,5.31650171422623e-08
ψ,1,5.31650171422623e-08
ď,1,5.31650171422623e-08
ʔ,1,5.31650171422623e-08
ġ,1,5.31650171422623e-08
ủ,1,5.31650171422623e-08
ờ,1,5.31650171422623e-08
た,1,5.31650171422623e-08
つ,1,5.31650171422623e-08
ḍ,1,5.31650171422623e-08
ṅ,1,5.31650171422623e-08
北,1,5.31650171422623e-08
京,1,5.31650171422623e-08
美,1,5.31650171422623e-08
术,1,5.31650171422623e-08
馆,1,5.31650171422623e-08
̠,1,5.31650171422623e-08
ј,1,5.31650171422623e-08
ζ,1,5.31650171422623e-08
い,1,5.31650171422623e-08
ų,1,5.31650171422623e-08
ε,1,5.31650171422623e-08
ω,1,5.31650171422623e-08
ợ,1,5.31650171422623e-08
ꝑ,1,5.31650171422623e-08
−,1,5.31650171422623e-08
ወ,1,5.31650171422623e-08
ጠ,1,5.31650171422623e-08
գ,1,5.31650171422623e-08
ẵ,1,5.31650171422623e-08
ℂ,1,5.31650171422623e-08
杜,1,5.31650171422623e-08
乃,1,5.31650171422623e-08
扬,1,5.31650171422623e-08
ℵ,1,5.31650171422623e-08
ử,1,5.31650171422623e-08
і,1,5.31650171422623e-08
