character,frequency,frequencyRel
া,943,0.10006366723259762
ৰ,938,0.09953310696095076
ত,564,0.05984719864176571
ক,449,0.047644312393887944
ি,441,0.04679541595925297
্,415,0.0440365025466893
ন,413,0.04382427843803056
ল,393,0.04170203735144312
ব,341,0.03618421052631579
ম,328,0.03480475382003396
ই,300,0.03183361629881155
ে,296,0.031409168081494056
প,247,0.02620967741935484
হ,217,0.023026315789473683
ু,202,0.021434634974533108
ো,201,0.021328522920203735
স,199,0.021116298811544993
দ,181,0.0192062818336163
গ,178,0.018887945670628185
জ,152,0.016129032258064516
ও,122,0.012945670628183362
ট,114,0.012096774193548387
য়,112,0.011884550084889643
আ,109,0.011566213921901528
য,108,0.011460101867572157
শ,101,0.010717317487266554
ভ,101,0.010717317487266554
এ,99,0.01050509337860781
চ,97,0.010292869269949066
ছ,91,0.009656196943972834
খ,84,0.008913412563667233
ী,82,0.00870118845500849
',72,0.007640067911714771
ণ,71,0.007533955857385399
ৱ,70,0.007427843803056027
অ,66,0.00700339558573854
ষ,64,0.006791171477079796
ঁ,55,0.00583616298811545
ধ,47,0.004987266553480476
উ,45,0.004775042444821732
থ,38,0.004032258064516129
ড,37,0.003926146010186757
ঘ,36,0.0038200339558573855
ূ,32,0.003395585738539898
ফ,25,0.0026528013582342953
়,24,0.0025466893039049238
ৈ,24,0.0025466893039049238
ঠ,18,0.0019100169779286927
ঙ,16,0.001697792869269949
ং,14,0.0014855687606112054
ঞ,14,0.0014855687606112054
ৃ,12,0.0012733446519524619
ৎ,6,0.0006366723259762309
ৌ,6,0.0006366723259762309
র,4,0.00042444821731748726
ঢ,4,0.00042444821731748726
ঢ়,2,0.00021222410865874363
ঔ,2,0.00021222410865874363
’,1,0.00010611205432937182
ঐ,1,0.00010611205432937182
