character,frequencyTot,frequencyRet
ا,10889,0.14389354335703147
ل,8410,0.1111346036947961
ي,6124,0.08092607764886223
م,4618,0.061024922694716814
ن,4409,0.058263075825250414
و,3787,0.05004360810846526
ر,3645,0.04816713798662685
ت,3610,0.047704627745328645
ب,2693,0.035586859423315804
ع,2255,0.029798874117926897
ة,2246,0.029679942913021645
د,2244,0.029653513756376034
س,1872,0.024737690620292307
ك,1851,0.024460184475513385
ف,1791,0.02366730977614504
أ,1709,0.022583714353674973
ه,1619,0.02139440230462246
ق,1581,0.02089224832835584
ح,1276,0.016861801939900098
ج,1034,0.013663873985781113
ش,746,0.009858075428813066
ط,686,0.009065200729444724
ص,653,0.008629119644792134
ى,648,0.008563046753178106
خ,646,0.008536617596532495
إ,606,0.008008034463620266
ث,513,0.006779078679599334
ً,495,0.006541216269788831
ز,479,0.0063297830166239395
ذ,451,0.00595977482358538
غ,447,0.005906916510294157
ض,445,0.005880487353648545
ئ,273,0.0036075798821259613
ٍ,237,0.0031318550625049554
ء,235,0.003105425905859344
ظ,158,0.0020879033750033035
ٌ,114,0.001506461928799852
آ,103,0.001361101567248989
ؤ,66,0.0008721621693051775
ـ,10,0.0001321457832280572
