character,frequencyTot,frequencyRet
า,6573,0.0696026938879241
น,5904,0.06251853106866026
ร,4748,0.05027743657079927
่,4363,0.0462006014655428
อ,4257,0.045078148163835825
ก,4094,0.04335211148290906
เ,3978,0.04212376636028633
ง,3779,0.04001651912406286
ม,3153,0.033387691134736754
ั,3015,0.031926384006099366
้,2941,0.0311427845313228
ี,2800,0.029649709856410692
ล,2670,0.028273116184505908
ย,2606,0.027595408530645092
ว,2473,0.026187047312465586
ด,2285,0.02419628107924944
ท,2110,0.02234317421322377
ิ,2079,0.02201490956838494
ต,2064,0.02185607183701131
ส,2034,0.02153839637426405
ป,1677,0.01775805836757169
บ,1669,0.017673344910839085
ค,1626,0.01721801008090135
ห,1617,0.017122707442077174
ะ,1565,0.01657206997331526
แ,1481,0.01568257867762294
ใ,1266,0.013405904527934262
ข,1263,0.013374136981659537
จ,1211,0.012823499512897624
์,1061,0.011235122199161337
ไ,1051,0.011129230378245585
พ,986,0.010440933542293192
ื,954,0.010102079715362785
ช,921,0.009752636706340802
็,849,0.008990215595747385
ู,780,0.008259562031428693
ุ,765,0.008100724300055064
โ,757,0.008016010843322461
ำ,648,0.0068617899953407595
ึ,508,0.005379304502520226
ซ,443,0.004691007666567834
ถ,422,0.004468634842644754
ผ,355,0.0037591596425092127
ศ,349,0.003695624549959761
ธ,339,0.0035897327290440087
ภ,259,0.002742598161717989
ษ,257,0.0027214197975348386
ญ,235,0.002488457791520183
ณ,230,0.002435511881062307
ฟ,208,0.0022025498750476514
ฐ,145,0.0015354314032784107
ๆ,116,0.0012283451226227286
ฉ,99,0.0010483290270659495
ฮ,93,0.000984793934516498
ฝ,63,0.0006671184717692405
ฤ,62,0.0006565292896776653
ฏ,60,0.0006353509254945148
ฎ,35,0.00037062137320513364
ฒ,29,0.00030708628065568216
ฆ,25,0.00026472955228938117
ฑ,10,0.00010589182091575247
ฬ,7,7.412427464102673e-05
๊,7,7.412427464102673e-05
๋,6,6.353509254945148e-05
ํ,1,1.0589182091575247e-05
