character,frequencyTot,frequencyRet
e,9477,0.10477727780296078
a,8784,0.09711550155336156
r,7714,0.08528563057634689
n,7709,0.08523035080542626
t,7679,0.08489867217990249
s,5675,0.06274253999491426
i,5403,0.059735320456832025
l,4573,0.050558878484007565
d,4357,0.048170792380236374
o,3853,0.04259859147143694
m,2983,0.03297991133124744
k,2765,0.030569713319108006
g,2506,0.02770622118541941
v,2122,0.023460734778715076
f,1886,0.020851529591261374
h,1849,0.02044245928644872
p,1702,0.018817234021382214
u,1649,0.018231268449623545
ä,1600,0.017689526694601377
ö,1361,0.015047153644595296
å,1190,0.013156585479109775
b,1138,0.012581675861535229
c,1086,0.012006766243960685
j,562,0.006213446251478734
y,533,0.005892823580139084
x,105,0.0011608751893332154
w,87,0.0009618680140189499
z,46,0.0005085738924697896
é,18,0.0001990071753142655
á,9,9.950358765713275e-05
ü,6,6.633572510475516e-05
q,6,6.633572510475516e-05
í,4,4.422381673650345e-05
ó,4,4.422381673650345e-05
ô,3,3.316786255237758e-05
è,2,2.2111908368251724e-05
ō,1,1.1055954184125862e-05
ñ,1,1.1055954184125862e-05
î,1,1.1055954184125862e-05
