character,frequencyTot,frequencyRet
ा,7226,0.08315017893513457
क,6404,0.07369135703025212
े,5786,0.06657997997767626
र,5693,0.06550982129500707
्,4736,0.054497543237862905
ि,3941,0.04534941256343279
न,3930,0.04522283465472999
स,3922,0.04513077799385522
ं,3189,0.03669608644120456
ी,3073,0.03536126485852042
म,2953,0.03398041494539889
त,2780,0.03198968965398202
ह,2668,0.03070089640173527
य,2455,0.02824988780594456
ो,2337,0.026892052058041724
ल,2293,0.026385740423230497
प,2218,0.025522709227529545
व,1816,0.02089686201857243
द,1495,0.01720308850097235
ज,1451,0.016696776866161122
ब,1305,0.015016742805196598
ग,1233,0.014188232857323683
ै,1132,0.013026017513779731
ु,1027,0.011817773839798396
ट,960,0.01104679930497221
ए,819,0.009424300657054418
श,777,0.008941003187461882
थ,719,0.008273592396119812
अ,702,0.008077971991760928
ू,690,0.007939887000448776
उ,619,0.007122884135185206
च,607,0.006984799143873054
ड,607,0.006984799143873054
ष,496,0.005707512974235642
भ,464,0.005339286330736569
इ,458,0.005270243835080492
ध,456,0.0052472296698618
औ,455,0.005235722587252454
ख,381,0.004384198474160846
आ,374,0.004303648895895424
फ,324,0.003728294765428121
ण,299,0.0034406177001944697
ई,280,0.0032219831306168948
़,244,0.0028077281566804366
ॉ,148,0.0017030482261832158
ौ,145,0.0016685269783551775
छ,142,0.0016340057305271394
ओ,114,0.00131180741746545
घ,100,0.0011507082609346052
ृ,97,0.001116187013106567
ठ,75,0.0008630311957009539
ढ,64,0.0007364532869981473
झ,55,0.0006328895435140329
ऐ,47,0.0005408328826392645
ऑ,38,0.00043726913915514997
ऊ,29,0.00033370539567103554
ञ,28,0.00032219831306168947
ः,21,0.00024164873479626711
ऋ,2,2.3014165218692104e-05
ऩ,2,2.3014165218692104e-05
‍,1,1.1507082609346052e-05
ऱ,1,1.1507082609346052e-05
