"","language","Lmin","L","Lrand","eta","psi","omega"
"1","Abkhazian",5.58974358974359,6.42019538461539,6.42016806722689,0.871151132862756,-3.28956927863037e-05,-4.13008538422903e-05
"2","Arabic",3.793,4.58905794,4.58877086494689,0.826760411802093,-0.000360750896716717,3.49581448473827e-05
"3","Assamese",4.223,5.2125224,5.21236133122029,0.810389728024432,-0.000162800763110488,8.19368951345618e-06
"4","Breton",3.458,5.0095056,5.00879120879121,0.690997775423753,-0.000460662405578235,-0.000159654601985092
"5","Catalan",4.477,6.4394206,6.44097222222222,0.696359554115188,0.000790042855324352,9.3601667659321e-05
"6","Czech",4.66,6.06568554,6.06598240469208,0.768836130114174,0.00021114395961972,0.00017514867456491
"7","Chuvash",5.656,6.62992327,6.62998624484182,0.853215282386533,6.4656808193337e-05,7.65622190830872e-05
"8","Hakha Chin",3.089,4.60918634,4.6093023255814,0.671818415120963,7.6291129365166e-05,-0.000136060317051166
"9","Welsh",3.736,5.24798374,5.24856596558317,0.712721914073107,0.000384925746328697,-3.65737890528253e-05
"10","German",5.379,7.10543414,7.10668789808917,0.757640599194406,0.000725685519102391,0.000225615573678919
"11","Dhivehi",2.008,7.53585251,7.53191489361702,0.275849385977124,-0.000712830747542517,-0.000239268041237113
"12","Modern Greek",4.248,6.23526177,6.23517786561265,0.682148272849256,-4.22228874443643e-05,-0.000151716014696348
"13","English",4.175,5.91386446,5.91288566243194,0.707268206317542,-0.000563211717097684,0.000103750873759262
"14","Esperanto",4.479,6.03807462,6.03799654576857,0.742503400213155,-5.00797975756481e-05,0.000160705753150168
"15","Estonian",5.863,6.99831187,6.99865591397849,0.838098168253449,0.000302947375397796,0.000212307981619871
"16","Basque",6.157,7.31386063,7.31401617250674,0.842137442789274,0.000134434168194154,0.000111172554493718
"17","Persian",3.58,4.49784443,4.49755301794453,0.796293373788584,-0.000317596966895973,-0.000148831104681932
"18","French",4.779,6.55252692,6.5531914893617,0.729968087444352,0.000374575893124808,6.38836334625029e-05
"19","Western Frisian",4.123,6.07247827,6.07243460764588,0.680214834358999,-2.2397444855852e-05,-0.000210080873607958
"20","Irish",3.637,5.78257647,5.78091106290672,0.630377754358579,-0.000776807919922441,-0.000150702938584234
"21","Interlingua",3.989,6.15907475,6.15889830508475,0.648706253988872,-8.1314831594172e-05,0.000229717491149172
"22","Indonesian",4.741,6.16384646,6.16346153846154,0.769553233494897,-0.000270602422669466,-0.000110675822128899
"23","Italian",4.967,6.6635236,6.66409861325116,0.745907338929389,0.000338821354673059,0.000106157784093121
"24","Georgian",6.705,7.87866705,7.87839586028461,0.851307572041039,-0.000231115282210748,0.000105790434768173
"25","Kinyarwanda",5.568,6.85844969,6.85854341736695,0.812099708262555,7.26262795074644e-05,-0.00028913158500115
"26","Kirghiz",5.415,6.64018845,6.64028776978417,0.815734899811172,8.1058333088205e-05,-0.000458826997022607
"27","Latvian",4.645,6.02576361,6.02627257799672,0.771197750029188,0.00036847759437454,-4.2694921344102e-05
"28","Maltese",4.611,6.16464151,6.16531604538087,0.748471089260152,0.000433975691674363,-8.20308853468394e-05
"29","Mongolian",5.067,6.07724828,6.07671232876712,0.833965055417238,-0.000530795967927949,-0.000266310356741816
"30","Dutch",4.247,6.34095389,6.3406374501992,0.671169992205062,-0.000151143551987333,-0.000207941913607548
"31","Oriya",3.701,5.10932441,5.10919540229885,0.724853660705824,-9.16120738206494e-05,-4.92572868059782e-05
"32","Panjabi",3.55102040816327,3.8810537755102,3.88095238095238,0.915385332785723,-0.000307319587628211,-0.000226909090909091
"33","Polish",4.911,6.39599177,6.39614243323442,0.768276546309736,0.000101446993264273,-1.67218218407609e-05
"34","Portuguese",4.127,6.01528288,6.01541425818882,0.686924653903228,6.957064015746e-05,-1.52405776259812e-05
"35","Romansh",4.588,6.21070775,6.21103896103896,0.739455569187786,0.000204068446236536,0.000212401874736694
"36","Romanian",4.384,6.24986829,6.25,0.702015189811361,7.05841371917676e-05,1.70138264388489e-05
"37","Russian",5.983,7.60320901,7.60337552742616,0.78731149632741,0.00010276471308143,-6.52846298384066e-05
"38","Yakut",5.809,6.87402346,6.87379972565158,0.845194792646336,-0.000210118713437286,-0.000148691787531959
"39","Slovenian",4.174,5.53121015,5.53150242326333,0.755203319224557,0.000215302203752525,-2.18628333333333e-05
"40","Spanish",4.764,6.82958165,6.82881355932203,0.698447773219928,-0.000371990330312463,-2.45122880548676e-05
"41","Swedish",3.578,5.3812306,5.38181818181818,0.666230089426513,0.000325743372643836,-7.38303157571259e-06
"42","Tamil",4.933,6.7184158,6.7191235059761,0.734704970871982,0.000396224546470261,0.000245483397201074
"43","Tatar",5.035,5.86224695,5.86206896551724,0.859012834798324,-0.000215199082760578,-9.41625857002939e-05
"44","Turkish",5.671,6.99285688,6.9928469241774,0.811243955304597,-7.53175153795598e-06,-0.000199754476324021
"45","Ukrainian",5.271,6.52450408,6.52393980848153,0.808148468600196,-0.000450358041662141,-0.000309970236650976
"46","Vietnamese",2.75159914712154,3.47035959488273,3.47027027027027,0.793127599882316,-0.000124291361627886,-8.09969278959099e-05
