"character","frequencyTot","frequencyRet"
"ა",15498,0.137766122938797
"ი",14015,0.124583314813992
"ე",10403,0.0924752211209387
"ს",7820,0.0695142006311392
"რ",6812,0.0605538023912174
"ო",6028,0.0535846037601671
"მ",5455,0.0484910440464021
"ლ",5358,0.047628783501489
"დ",4611,0.0409884883772612
"ნ",4502,0.04001955642473
"ბ",4186,0.0372105426907863
"ვ",3626,0.0322325436686075
"უ",3145,0.0279567980799147
"თ",2946,0.0261878305702476
"გ",2316,0.0205875816702965
"შ",1939,0.017236321614294
"ტ",1880,0.0167118538601716
"კ",1721,0.0152984577092315
"ხ",1546,0.0137428330148007
"ც",1272,0.0113071692075203
"ქ",1171,0.0104093515267345
"ზ",1013,0.00900484465976266
"წ",871,0.00774256633628161
"ფ",854,0.00759144850882261
"პ",840,0.00746699853326815
