character,frequencyTot,frequencyRet
a,236068,0.12016005187790166
i,198026,0.10079644184376262
o,180473,0.09186185778064178
e,177642,0.09042086151318351
n,151754,0.07724371161139625
s,135456,0.06894793020304762
r,116050,0.05907015783770137
l,113695,0.05787144847356706
t,108813,0.055386480696198184
k,71921,0.03660822767639225
m,63357,0.0322490994409586
u,62235,0.03167799459740926
d,56968,0.02899705947176365
j,52744,0.026847017707813194
p,52621,0.02678440995758452
v,38269,0.0194791544187074
f,22328,0.011365088187851756
g,21351,0.010867789228718328
b,20792,0.010583254819142497
ĝ,17193,0.008751341867329596
c,14913,0.007590807960651792
ĉ,12301,0.006261284028966519
z,10437,0.005312496659647473
ŭ,9985,0.005082425902709592
h,8380,0.0042654711131403485
ŝ,8232,0.004190138210426175
ĵ,2135,0.0010867280222618908
