"character","frequencyTot","frequencyRet"
"ا",834942,0.131850566767843
"ی",668766,0.105608744242191
"م",503224,0.079467040358709
"ن",467795,0.0738722400851356
"ر",467636,0.0738471314666734
"د",435427,0.0687608201959199
"ه",394184,0.0622478972321617
"و",384882,0.0607789640942019
"ت",306665,0.0484272608850204
"ب",296591,0.0468364167190552
"ک",207604,0.0327839599196966
"س",187889,0.0296706491462201
"ش",173217,0.0273537079507625
"ل",132037,0.0208507336848856
"ز",112885,0.0178263295289828
"خ",102000,0.0161074156172764
"ف",81986,0.0129468880078238
"گ",80597,0.0127275429069179
"ق",67506,0.0106602666535281
"ج",61178,0.00966097522189939
"چ",58499,0.00923791868818681
"ع",54502,0.00860672907816471
"پ",45747,0.00722417590434848
"ح",43545,0.00687644522602257
"آ",39300,0.00620609248783298
"ط",31558,0.00498350805931382
"ص",24878,0.0039286302522216
"غ",11154,0.00176139327250099
"ذ",10047,0.00158658043830173
"ض",9049,0.00142898043059544
"ظ",7374,0.00116447139962546
"ث",5551,0.000876590824426485
"،",4457,0.000703830896139226
"ئ",3502,0.000553021269526491
"ژ",3346,0.000528386398582421
"ك",3309,0.000522543512525174
"ي",3166,0.00049996154749311
"ى",2010,0.000317410837163977
