"character","frequency","frequencyRel"
"e",21406,0.151465406223908
"a",15232,0.10777917722146
"o",11536,0.0816268768662525
"i",11309,0.0800206614494148
"t",9717,0.0687559260150291
"n",9349,0.0661520173216535
"r",9329,0.0660105005448396
"s",9279,0.0656567086028049
"l",9129,0.0645953327767007
"u",5856,0.0414361122511074
"c",5398,0.0381953780620693
"p",4638,0.0328177405431414
"m",4344,0.0307374439239772
"d",4028,0.0285014788503177
"v",2961,0.0209515588072966
"b",1685,0.0119227884465703
"h",1421,0.010054766992627
"f",1396,0.00987787102160961
"g",1210,0.00856176499724042
"q",1146,0.00810891131143597
