character,frequencyTot,frequencyRet
ା,828,0.09948335936561337
ର,650,0.07809684008170131
୍,565,0.0678841763787096
କ,447,0.05370659617926229
ି,392,0.04709840201850295
ମ,371,0.044575273338940284
ବ,344,0.04133125075093116
ନ,321,0.03856782410188634
ତ,285,0.0342424606512075
ହ,247,0.029676799231046498
ଦ,236,0.02835516039889463
େ,213,0.025591733749849813
ପ,212,0.025471584765108735
ସ,203,0.024390243902439025
ୋ,193,0.023188754055028234
ୁ,183,0.021987264207617447
ଗ,167,0.02006488045176018
ଣ,164,0.019704433497536946
ଇ,163,0.019584284512795865
ଜ,156,0.018743241619608313
ଆ,154,0.018502943650126155
ଲ,143,0.017181304817974287
ଏ,141,0.01694100684849213
ଙ,117,0.014057431214706236
ଳ,106,0.012735792382554368
ଡ,99,0.011894749489366814
ଟ,96,0.011534302535143579
ଖ,84,0.010092514718250631
ଅ,83,0.009972365733509552
ଉ,79,0.009491769794545236
ୟ,73,0.008770875886098763
ଶ,71,0.008530577916616605
ଭ,69,0.008290279947134447
ଚ,69,0.008290279947134447
ଥ,64,0.007689535023429052
ଯ,63,0.007569386038687973
ଧ,54,0.006488045176018263
ଷ,52,0.006247747206536105
ୀ,48,0.005767151267571789
ଘ,40,0.004805959389643157
଼,40,0.004805959389643157
