"character","frequencyTot","frequencyRet"
"а",91884,0.116413485537635
"е",55989,0.0709359044204285
"н",54515,0.0690684032484891
"р",51467,0.0652067047599742
"ә",50668,0.06419440256433
"л",49584,0.0628210163564723
"ы",49201,0.0623357701225152
"к",44905,0.0568929037489389
"т",40865,0.0517743795056316
"и",31079,0.0393758947915215
"б",27056,0.0342789088928024
"м",23547,0.029833141177514
"г",23086,0.0292490719507405
"д",21282,0.0269634735015013
"у",20745,0.0262831152048043
"с",20734,0.0262691786288943
"ш",15281,0.0193604378618759
"з",12829,0.0162538483953933
"й",12281,0.0155595535227863
"п",12017,0.0152250757009464
"ч",11978,0.0151756642045383
"о",9999,0.0126683475021855
"ң",9964,0.0126240038515628
"ү",9694,0.0122819242610447
"ө",8572,0.0108603935182252
"я",7486,0.00948447338747482
"х",4533,0.00574313623636433
"җ",3950,0.00500449771313459
"в",3522,0.00446223821409115
"э",2218,0.00281012048803355
"һ",2080,0.00263527980843543
"ю",1932,0.00244776951437368
"ь",1669,0.00211455865398016
"ф",1478,0.00187256901772479
