character,frequency,frequencyRel
i,27181,0.12099534821607424
a,25994,0.11571145585256738
l,15662,0.06971888980391285
e,15429,0.0686816977898462
n,14586,0.06492911037414588
t,14493,0.06451512386209353
r,10014,0.0445769992655078
m,9607,0.04276525184179483
s,8501,0.03784192837588195
u,8473,0.037717287275479086
d,7897,0.03515324178147744
j,7254,0.03229094794008324
k,7119,0.031689999777426606
o,6857,0.03052371519508558
ħ,6796,0.03025217565492221
g,4724,0.02102873422511073
f,4165,0.018540363684925103
b,3895,0.017338467359611833
p,3507,0.015611297825457945
h,3448,0.015348661221037637
w,3197,0.014231342785283447
x,2791,0.01242404682944201
q,2425,0.010794809588461796
z,2069,0.009210087026196889
',2061,0.009174475283224643
ġ,1923,0.008560172716953415
ż,1573,0.007002158961917693
v,1131,0.00503461016270115
ċ,1057,0.004705201540207884
c,454,0.0020209664136749093
à,201,0.0008947450421776581
