"character","frequency","frequencyRel"
"а",262,0.224507283633248
"и",89,0.0762639245929734
"р",84,0.0719794344473008
"ы",77,0.065981148243359
"ә",66,0.0565552699228792
"у",56,0.0479862896315338
"з",43,0.0368466152527849
"ь",38,0.0325621251071123
"ҳ",38,0.0325621251071123
"ш",36,0.0308483290488432
"н",30,0.025706940874036
"л",30,0.025706940874036
"о",28,0.0239931448157669
"е",25,0.0214224507283633
"х",25,0.0214224507283633
"ҭ",24,0.0205655526992288
"г",23,0.0197086546700943
"т",20,0.0171379605826907
"с",18,0.0154241645244216
"м",17,0.0145672664952871
"ҟ",15,0.012853470437018
"д",15,0.012853470437018
"ԥ",13,0.0111396743787489
"к",13,0.0111396743787489
"ц",12,0.0102827763496144
"ҵ",12,0.0102827763496144
"п",11,0.00942587832047986
"қ",10,0.00856898029134533
