"character","frequency","frequencyRel"
"a",236068,0.120160969317896
"i",198026,0.100797211439694
"o",180473,0.0918625591596856
"e",177642,0.090421551890005
"n",151754,0.0772443013787044
"s",135456,0.0689484566308222
"r",116050,0.0590706088472044
"l",113695,0.0578718903307445
"t",108813,0.0553869035802744
"k",71921,0.036608507185694
"m",63357,0.0322493456676633
"u",62235,0.0316782364636429
"d",56968,0.0289972808686561
"j",52744,0.0268472226888147
"p",52621,0.0267846144605665
"v",38269,0.0194793031449691
"f",22328,0.0113651749620024
"g",21351,0.0108678722059169
"b",20792,0.0105833356238783
"ĝ",17193,0.00875140868513558
"c",14913,0.00759086591760757
"ĉ",12301,0.00626133183480794
"z",10437,0.00531253722135521
"ŭ",9985,0.00508246470779264
"h",8380,0.00426550368065121
"ŝ",8232,0.00419017020275904
"ĵ",2135,0.00108673631959312
