"character","frequencyTot","frequencyRet"
"a",15809,0.107560315149206
"i",15423,0.104934071765843
"s",12251,0.0833526105947829
"e",10524,0.0716025527629985
"t",9939,0.0676223652519425
"u",7966,0.054198587543714
"r",7195,0.0489529045163222
"n",6860,0.0466736518390507
"k",6010,0.0408904734041829
"m",5581,0.0379716692294085
"ā",5506,0.0374613887792731
"v",5069,0.0344881546898175
"d",4586,0.0312019485909456
"l",3924,0.0266978731510838
"o",3907,0.0265822095823865
"p",3743,0.0254663963314238
"j",3209,0.0218331995264597
"z",2980,0.020275143218713
"ē",2726,0.0185469934275878
"b",2635,0.0179278531480902
"ī",2442,0.0166147314564084
"g",1992,0.0135530487555961
"š",1605,0.0109200016328974
"c",1507,0.0102532351780539
"ņ",1132,0.00770183292737689
"ū",1073,0.00730041230660371
"ļ",469,0.00319095374818
