"character","frequencyTot","frequencyRet"
"a",74914,0.115657821809081
"e",56072,0.0865681365896736
"i",56001,0.0864585214930502
"r",46745,0.0721684181924007
"l",41904,0.0646945212522058
"n",41355,0.0638469340966249
"k",32374,0.049981396311066
"d",29753,0.0459349009836025
"ı",28410,0.04386147739536
"y",24008,0.0370653414047098
"u",22416,0.0346074930409852
"t",21975,0.0339266443422399
"m",21407,0.0330497235692528
"o",20998,0.0324182788577181
"s",20712,0.0319767307220238
"b",18160,0.028036762741983
"ü",13071,0.0201799849009064
"ş",10677,0.0164839491077177
"z",10056,0.0155252029809131
"g",7512,0.0115975859976749
"ç",7291,0.0112563897110021
"c",7092,0.0109491586655365
"v",6389,0.00986381482150494
"h",5929,0.00915363250535339
"p",5312,0.00820106187695011
"ö",4908,0.007577336538417
"ğ",4855,0.00749551118459954
"f",3516,0.00542826309475839
"'",2108,0.00325448765749451
"̇",819,0.00126443329766983
"j",664,0.00102513273461876
