"character","frequencyTot","frequencyRet"
"а",19071,0.132406237416166
"э",11243,0.0780579585375675
"т",10965,0.0761278587000292
"н",10513,0.0729897107627366
"и",9589,0.0665745587847314
"р",9453,0.0656303372814752
"ы",8037,0.0557993251593374
"о",6835,0.0474540733437938
"у",6785,0.0471069330852438
"л",6505,0.0451629476373634
"б",5751,0.0399280725384284
"к",5343,0.0370954080286599
"с",5236,0.0363525278753628
"д",3875,0.02690337003763
"х",3502,0.0243137037088465
"ү",3191,0.0221544913006651
"ө",2575,0.0178777233153283
"һ",2384,0.0165516475276671
"й",2262,0.0157046252968049
"м",2084,0.0144688059763667
"г",1953,0.0135592984989655
"ҕ",1818,0.0126220198008803
"п",1327,0.00921310246191871
"ь",1198,0.00831748059485955
"ҥ",952,0.00660955052279323
"ч",866,0.00601246927808712
"е",304,0.00211061277198439
"в",179,0.00124276212560923
