"character","frequencyTot","frequencyRet"
"e",2720673,0.144643650055759
"s",1453738,0.0772874838485769
"a",1421342,0.0755651615822823
"n",1356462,0.0721158385597737
"t",1353522,0.071959534464734
"i",1350346,0.0717906835103646
"r",1255105,0.0667272283009511
"l",1108112,0.0589123957015736
"u",1055547,0.0561177954445118
"o",999310,0.053127974562625
"d",694508,0.0369232804210301
"c",618086,0.0328603309138452
"m",531949,0.028280886752473
"p",508785,0.0270493806104664
"é",415778,0.0221046952474198
"v",265583,0.0141196294125603
"g",217400,0.0115579966876291
"f",195263,0.01038109064957
"b",176774,0.0093981292845398
"h",175945,0.00935405578291126
"q",156140,0.00830112972772039
"'",142055,0.00755230551730063
"x",95660,0.00508573120118953
"à",82940,0.00440947674918105
"j",78896,0.00419447887151421
"è",75211,0.00399856710613282
"’",66982,0.0035610751339962
"y",65421,0.00347808510258227
"z",46051,0.0024482856736983
"k",25248,0.00134230128964701
"ê",23663,0.00125803530643684
"ç",12503,0.000664717721184117
"w",11783,0.000626439167296845
"â",8523,0.000453122381640585
"ô",8446,0.000449028702960974
"î",7949,0.000422605867847121
"œ",4621,0.00024567388543484
"́",4589,0.000243972616373184
"û",3523,0.00018729909075675
"ù",2555,0.00013583570164164
"ï",2382,0.000126638215777059
"̂",1453,7.72482483308424e-05
"̀",966,5.13570597987569e-05
"á",811,4.3116537781358e-05
"ë",803,4.26912205159439e-05
"í",594,3.15798069569996e-05
"ü",594,3.15798069569996e-05
"ö",527,2.80177748591562e-05
"ó",470,2.49873893430805e-05
