"character","frequency","frequencyRel"
"e",3880928,0.159959614085016
"n",2310683,0.0952390667780511
"i",2030662,0.0836974841731431
"r",1749507,0.072109161664178
"s",1625909,0.0670148418567299
"t",1607104,0.0662397590562068
"a",1451529,0.0598274481446731
"h",1127428,0.0464690269411445
"d",1125029,0.0463701477261243
"l",908355,0.0374395287034944
"u",880315,0.0362838083245171
"c",737337,0.0303907060297444
"g",684263,0.0282031631127029
"m",641382,0.026435743513169
"o",617701,0.0254596873685698
"b",481834,0.0198596780700492
"f",413776,0.0170545419233858
"w",392380,0.0161726662732931
"k",371671,0.0153191065968222
"z",283470,0.0116837395088699
"p",236064,0.00972981367842056
"v",209950,0.00865347694601632
"ü",149531,0.0061631962906157
"ä",129925,0.00535509879595699
"ö",67777,0.00279355421276565
"j",52535,0.00216532703671811
"ß",41322,0.001703162535667
"y",27811,0.0011462817211034
"x",14048,0.000579014261193795
"q",6864,0.000282912435139109
