"character","frequencyTot","frequencyRet"
"e",1992611,0.123539432954281
"a",1991607,0.123477186188261
"s",1322801,0.0820120361933945
"i",1129498,0.0700274877750823
"r",1122810,0.0696128399950599
"l",1062715,0.0658870238556391
"n",1041218,0.0645542362768201
"t",1029987,0.0638579280804337
"o",771185,0.0478125221645606
"c",648788,0.0402240585982623
"d",635427,0.0393956930197816
"u",590962,0.0366389176700961
"m",499317,0.0309570403076329
"p",441870,0.0273953969136516
"v",238977,0.0148162802820597
"b",230430,0.0142863767868666
"g",200941,0.0124580950307241
"f",166721,0.0103364970892817
"'",149292,0.0092559205106318
"q",136943,0.00849029768833863
"é",107517,0.00666592185476515
"ó",85353,0.00529178109573156
"x",83752,0.00519252106346244
"à",79316,0.00491749451558872
"h",79037,0.00490019685849748
"í",44586,0.00276427720096877
"j",44362,0.00275038947627902
"è",44360,0.00275026547873715
"ò",37509,0.00232551189905211
"y",29835,0.00184973333088645
"z",22331,0.00138449455377997
"ç",20064,0.00124394334006723
"ú",14708,0.000911877922932056
"·",10825,0.000671136695386151
"ï",8078,0.000500826071623956
"ü",5508,0.000341489230317498
"’",2772,0.000171860593035604
"k",2716,0.000168388661863167
"w",2305,0.000142907167008321
