character,frequencyTot,frequencyRet
α,19643,0.10671367725672563
ο,15420,0.0837715676474423
τ,13423,0.07292255204485201
ε,12967,0.07044526055021948
ι,12109,0.06578404102742405
ν,10124,0.05500021730627146
σ,8729,0.04742166108913903
ρ,7781,0.04227150245556087
κ,7496,0.04072319527141553
π,7379,0.04008757442739797
μ,6170,0.03351949237254987
υ,6032,0.03276978573601634
λ,5881,0.03194945456125864
ς,5151,0.02798361510713199
ά,5053,0.027451214742057455
η,4638,0.02519666217567039
έ,4246,0.023067060715372244
ί,3937,0.021388369768351515
ό,3528,0.0191664131426833
γ,2908,0.015798165935068886
δ,2884,0.01566778217219349
ω,2285,0.01241362075709505
ύ,2168,0.011777999913077491
χ,2166,0.011767134599504542
θ,2118,0.011506367073753748
β,1940,0.010539354165761223
φ,1865,0.01013190490677561
ή,1788,0.009713590334217046
ώ,1590,0.008637924290495024
ξ,1211,0.006578947368421052
ζ,793,0.0043080968316745625
ψ,326,0.0017710461123908036
',263,0.0014287887348428876
