"character","frequencyTot","frequencyRet"
"a",1969731,0.165179789631163
"i",1244021,0.104322431376035
"u",978529,0.0820585218834409
"e",787785,0.0660629093894473
"n",772079,0.0647458189969282
"r",698738,0.0585955116954038
"b",662341,0.0555432934974846
"o",585489,0.0490985570371588
"m",542179,0.0454666211591502
"y",527127,0.0442043745917112
"k",524144,0.0439542230164607
"g",431038,0.0361464413988697
"t",342751,0.0287427765902403
"w",334833,0.0280787805550967
"s",298946,0.0250693304776528
"h",294935,0.0247329717889737
"z",260481,0.0218436917441594
"d",168076,0.0140946953274571
"c",97116,0.0081440564472103
"’",84753,0.00710730689145367
"j",72992,0.00612104048966982
"f",62730,0.00526047881845939
"v",56844,0.00476688439273881
"l",55504,0.00465451325266651
"p",52682,0.00441786298603663
"'",13174,0.0011047592532183
