character,frequency,frequencyRel
a,15809,0.107560315149206
i,15423,0.1049340717658425
s,12251,0.0833526105947829
e,10524,0.07160255276299854
t,9939,0.06762236525194247
u,7966,0.054198587543714025
r,7195,0.04895290451632217
n,6860,0.04667365183905074
k,6010,0.04089047340418294
m,5581,0.037971669229408485
ā,5506,0.03746138877927309
v,5069,0.03448815468981752
d,4586,0.031201948590945584
l,3924,0.026697873151083837
o,3907,0.02658220958238648
p,3743,0.025466396331423752
j,3209,0.02183319952645974
z,2980,0.020275143218713005
ē,2726,0.018546993427587803
b,2635,0.01792785314809019
ī,2442,0.016614731456408443
g,1992,0.013553048755596075
š,1605,0.01092000163289744
c,1507,0.010253235178053858
ņ,1132,0.007701832927376887
ū,1073,0.0073004123066037095
ļ,469,0.0031909537481799996
