character,frequencyTot,frequencyRet
а,11568,0.11363569386732679
н,8445,0.0829575929036631
е,7839,0.07700468570418177
р,6825,0.06704388058821796
т,6655,0.06537392312301693
ӑ,6093,0.05985324020864645
л,6016,0.05909684770970245
ӗ,5250,0.051572215837090735
с,4372,0.042947376693287756
и,4285,0.04209275140227311
п,3992,0.03921453059460309
у,3983,0.039126121081739504
к,3675,0.036100551085963516
м,3530,0.03467617560093911
ҫ,3268,0.0321024764486881
х,2943,0.028909910706392008
в,2532,0.024872542952288332
ш,1978,0.019430446271574378
ч,1650,0.01620841069165709
о,1260,0.012377331800901777
й,1255,0.012328215404866453
ы,1078,0.010589494985215964
