"character","frequencyTot","frequencyRet"
"а",49539,0.130872403435404
"н",27354,0.0722639480726708
"к",23955,0.0632844511252771
"т",21749,0.0574566281579483
"е",21585,0.0570233720533962
"р",20757,0.0548359570865112
"л",19852,0.052445123094928
"ы",19630,0.0518586422704733
"и",18088,0.0477849781654774
"д",16075,0.042467023662652
"у",15490,0.0409215674360485
"о",15088,0.0398595616187927
"б",13281,0.035085819052173
"м",11353,0.0299924180181703
"г",9872,0.0260799040496237
"ү",9395,0.0248197628187008
"с",8571,0.0226429150738781
"ө",8102,0.0214039082870797
"ш",6999,0.0184899968034153
"п",6622,0.0174940361240486
"й",6318,0.0166909272473179
"ж",6205,0.0163924032240595
"ч",6107,0.0161335062835344
"з",5957,0.0157372354562002
"э",4074,0.0107627156703978
"я",1799,0.00475260812249524
"в",1458,0.00385175244168875
"ң",1050,0.00277389579133963
"ю",750,0.00198135413667117
"ц",564,0.00148997831077672
