character,frequencyTot,frequencyRet
e,21406,0.1514621910577447
a,15232,0.10777688938575947
o,11536,0.08162514416715606
i,11309,0.08001896284555894
t,9717,0.06875446652845488
n,9349,0.06615061310842078
r,9329,0.06600909933559283
s,9279,0.06565531490352298
l,9129,0.06459396160731343
u,5856,0.041435232684020974
c,5398,0.03819456728626114
p,4638,0.032817043918799395
m,4344,0.030736791458228673
d,4028,0.028500873847547212
v,2961,0.020951114067176587
b,1685,0.011922535360753985
h,1421,0.010054553559425172
f,1396,0.009877661343390246
g,1210,0.008561583256090398
q,1146,0.008108739183040989
