character,frequencyTot,frequencyRet
ا,834942,0.13185056676784335
ی,668766,0.1056087442421911
م,503224,0.07946704035870898
ن,467795,0.07387224008513558
ر,467636,0.07384713146667336
د,435427,0.06876082019591986
ه,394184,0.06224789723216171
و,384882,0.06077896409420185
ت,306665,0.04842726088502037
ب,296591,0.046836416719055245
ک,207604,0.03278395991969664
س,187889,0.02967064914622012
ش,173217,0.027353707950762474
ل,132037,0.020850733684885575
ز,112885,0.017826329528982846
خ,102000,0.016107415617276435
ف,81986,0.012946888007823782
گ,80597,0.01272754290691793
ق,67506,0.010660266653528068
ج,61178,0.00966097522189939
چ,58499,0.009237918688186806
ع,54502,0.008606729078164708
پ,45747,0.007224175904348481
ح,43545,0.006876445226022572
آ,39300,0.00620609248783298
ط,31558,0.0049835080593138206
ص,24878,0.003928630252221599
غ,11154,0.0017613932725009938
ذ,10047,0.0015865804383017289
ض,9049,0.0014289804305954359
ظ,7374,0.0011644713996254552
ث,5551,0.0008765908244264852
،,4457,0.0007038308961392262
ئ,3502,0.000553021269526491
ژ,3346,0.0005283863985824211
ك,3309,0.0005225435125251738
ي,3166,0.0004999615474931097
ى,2010,0.0003174108371639768
