"character","frequency","frequencyRel"
"о",62060,0.0928648491731796
"а",55778,0.0834646399803676
"н",46578,0.0696980171574019
"и",41405,0.0619572845635756
"т",35898,0.0537167637063938
"і",35416,0.0529955123802341
"в",34740,0.0519839648771553
"е",32699,0.0489298695313213
"р",31670,0.0473901026960135
"с",27470,0.0411053401029205
"к",23818,0.0356405893910215
"у",23469,0.0351183555469764
"д",23186,0.0346948822579656
"л",22089,0.0330533621235315
"м",20881,0.0312457446919943
"п",19531,0.0292256424299286
"я",15983,0.023916514410811
"з",14857,0.0222315994870437
"ь",12088,0.0180881452917402
"б",11754,0.0175883570283847
"г",10019,0.0149921515286189
"й",8415,0.0125919707668757
"ч",8322,0.0124528081666001
"ц",6844,0.0102411702826497
"х",6666,0.00997481605846625
"ю",6349,0.00950046611989232
"ж",6212,0.00929546314959381
"ш",5359,0.00801905779437753
"є",5327,0.00797117388890635
"ї",4806,0.00719156405295361
"i",3152,0.00471656468891173
"щ",2954,0.00442028302380878
"ф",1665,0.0024914594565476
"'",585,0.000875377646895103
