"character","frequency","frequencyRel"
"о",430451,0.106742796210881
"е",370191,0.0917995833953281
"и",304976,0.0756276347765709
"а",301827,0.0748467489956852
"н",276056,0.068456082924168
"т",265161,0.0657543520309478
"с",229060,0.0568020631850419
"р",202844,0.0503010464712592
"в",175296,0.0434697217675941
"л",155656,0.0385994147696275
"м",131944,0.0327193374001885
"д",130279,0.0323064524128354
"п",117726,0.0291935723850617
"к",102453,0.0254061895551257
"у",96465,0.023921291474483
"я",94629,0.0234660020830234
"ы",79476,0.0197083767296533
"ь",68648,0.0170232604275157
"г",65311,0.0161957546000099
"б",64005,0.0158718940633834
"з",63459,0.0157364975450082
"ч",46770,0.0115979764915935
"ж",45996,0.0114060407677429
"й",44868,0.0111263204880226
"х",35370,0.00877101621782473
"ю",30990,0.0076848683231662
"ц",25544,0.00633437484501314
"ш",24695,0.00612384069830878
"э",21165,0.00524847492932599
"щ",15649,0.00388062292317611
"ф",11250,0.0027897634280613
"ъ",2435,0.000603828795318157
