"character","frequencyTot","frequencyRet"
"о",62060,0.0928642933350492
"а",55778,0.0834641404067414
"н",46578,0.0696975999832407
"и",41405,0.0619569137212006
"т",35898,0.0537164421872639
"і",35416,0.0529951951781196
"в",34740,0.0519836537296102
"е",32699,0.0489295766639183
"р",31670,0.0473898190448116
"с",27470,0.0411050940688656
"к",23818,0.0356403760659717
"у",23469,0.0351181453477323
"д",23186,0.0346946745934007
"л",22089,0.0330531642842072
"м",20881,0.031245557672078
"п",19531,0.0292254675012382
"я",15983,0.0239163712596534
"з",14857,0.0222314664208641
"ь",12088,0.0180880370260083
"б",11754,0.0175882517541116
"г",10019,0.0149920617938101
"й",8415,0.0125918953982346
"ч",8322,0.0124527336309101
"ц",6844,0.0102411089846129
"х",6666,0.00997475635467995
"ю",6349,0.00950040925530498
"ж",6212,0.00929540751204198
"ш",5359,0.00801900979668915
"є",5327,0.0079711261778248
"ї",4806,0.0071915210081896
"i",3152,0.00471653645813849
"щ",2954,0.00442025656641533
"ф",1665,0.00249144454403572
"'",589,0.000881357859721946
