"character","frequencyTot","frequencyRet"
"e",287459,0.188283740509965
"n",144312,0.0945234038957696
"a",114490,0.0749901914742132
"i",103721,0.0679365678216165
"t",102408,0.0670765615205802
"r",87878,0.0575595077855788
"o",87058,0.0570224132182903
"d",80434,0.0526837371039992
"s",64141,0.0420119300493276
"l",56990,0.0373280724265474
"g",47421,0.0310604408236411
"h",43361,0.0284011677221885
"k",42151,0.0276086257387507
"m",37318,0.0244430427586225
"v",32782,0.0214719928107927
"j",32332,0.0211772457921588
"u",28618,0.018744600398367
"p",25795,0.0168955541014703
"b",25367,0.0166152169370807
"w",24764,0.0162202559321112
"z",20957,0.0137266961544684
"c",19349,0.0126734668078832
"f",12759,0.00835706046833336
