"character","frequency","frequencyRel"
"া",943,0.100063667232598
"ৰ",938,0.0995331069609508
"ত",564,0.0598471986417657
"ক",449,0.0476443123938879
"ি",441,0.046795415959253
"্",415,0.0440365025466893
"ন",413,0.0438242784380306
"ল",393,0.0417020373514431
"ব",341,0.0361842105263158
"ম",328,0.034804753820034
"ই",300,0.0318336162988115
"ে",296,0.0314091680814941
"প",247,0.0262096774193548
"হ",217,0.0230263157894737
"ু",202,0.0214346349745331
"ো",201,0.0213285229202037
"স",199,0.021116298811545
"দ",181,0.0192062818336163
"গ",178,0.0188879456706282
"জ",152,0.0161290322580645
"ও",122,0.0129456706281834
"ট",114,0.0120967741935484
"য়",112,0.0118845500848896
"আ",109,0.0115662139219015
"য",108,0.0114601018675722
"শ",101,0.0107173174872666
"ভ",101,0.0107173174872666
"এ",99,0.0105050933786078
"চ",97,0.0102928692699491
"ছ",91,0.00965619694397283
"খ",84,0.00891341256366723
"ী",82,0.00870118845500849
"'",72,0.00764006791171477
"ণ",71,0.0075339558573854
"ৱ",70,0.00742784380305603
"অ",66,0.00700339558573854
"ষ",64,0.0067911714770798
"ঁ",55,0.00583616298811545
"ধ",47,0.00498726655348048
"উ",45,0.00477504244482173
"থ",38,0.00403225806451613
"ড",37,0.00392614601018676
"ঘ",36,0.00382003395585739
