"character","frequency","frequencyRel"
"ା",828,0.0995192307692308
"ର",650,0.078125
"୍",565,0.0679086538461538
"କ",447,0.0537259615384615
"ି",392,0.0471153846153846
"ମ",371,0.0445913461538462
"ବ",344,0.0413461538461538
"ନ",321,0.0385817307692308
"ତ",285,0.0342548076923077
"ହ",247,0.0296875
"ଦ",236,0.0283653846153846
"େ",213,0.0256009615384615
"ପ",212,0.0254807692307692
"ସ",203,0.0243990384615385
"ୋ",193,0.0231971153846154
"ୁ",183,0.0219951923076923
"ଗ",167,0.0200721153846154
"ଣ",164,0.0197115384615385
"ଇ",163,0.0195913461538462
"ଜ",156,0.01875
"ଆ",154,0.0185096153846154
"ଲ",143,0.0171875
"ଏ",141,0.0169471153846154
"ଙ",117,0.0140625
"ଳ",106,0.0127403846153846
"ଡ",99,0.0118990384615385
"ଟ",96,0.0115384615384615
"ଖ",84,0.0100961538461538
"ଅ",83,0.00997596153846154
"ଉ",79,0.00949519230769231
"ୟ",73,0.00877403846153846
"ଶ",71,0.00853365384615385
"ଭ",69,0.00829326923076923
"ଚ",69,0.00829326923076923
"ଥ",64,0.00769230769230769
"ଯ",63,0.00757211538461538
"ଧ",54,0.00649038461538462
"ଷ",52,0.00625
"ୀ",48,0.00576923076923077
"ଘ",40,0.00480769230769231
"଼",40,0.00480769230769231
