character,frequencyTot,frequencyRet
a,94239,0.12268690292998805
e,84971,0.11062117413028591
i,74986,0.09762200472318344
s,66525,0.08660688480796119
t,56777,0.0739162585305015
l,47161,0.06139747905942514
u,44864,0.058407084254406175
n,38036,0.04951791763330495
k,37063,0.048251198371100576
d,31011,0.04037228267237406
o,30426,0.03961068887135704
m,28451,0.03703949612433377
r,23259,0.030280188406589543
v,19009,0.024747241988944523
g,14670,0.019098429163965286
p,14033,0.018269138136191198
j,12891,0.016782402887026347
h,12719,0.01655848129082989
ä,10160,0.013226996612534923
õ,8997,0.011712922098718178
b,7166,0.00932919859502217
ü,5487,0.007143359292616055
ö,2534,0.0032989379346617612
