character,frequency,frequencyRel
a,280241,0.08930819854877882
i,275000,0.08763797802931825
e,251704,0.08021392589778735
o,227911,0.07263148803869074
z,196612,0.06265701140472843
n,162220,0.05169684653060366
s,131689,0.041967118868010515
w,124568,0.039697773262385876
c,124021,0.03952345335699665
r,120502,0.038402005921777844
y,119036,0.03793481582799246
t,110954,0.035359215324599916
m,107656,0.03430819695536104
d,104397,0.0332696072448245
k,91674,0.02921499635585353
ł,91545,0.02917388617706887
p,91204,0.029065215084312514
j,72075,0.022969117332593138
u,66291,0.021125851641969222
l,62185,0.019817336959102382
ę,54206,0.017274560862026275
b,52302,0.01666778737050692
g,43585,0.013889822808755767
ą,34483,0.010989165077763569
ż,30942,0.00986070660430242
h,30486,0.009715386902551986
ś,27795,0.008857809452090548
ó,21930,0.006988730393392543
ć,19284,0.006145493702972266
f,4375,0.0013942405595573357
ń,4333,0.0013808558501855854
ź,2465,0.0007855549666991617
