"character","frequency","frequencyRel"
"e",61933,0.08489054406542
"o",58759,0.0805399944898521
"a",49253,0.0675102766998875
"n",45111,0.0618329054516197
"t",44472,0.0609570386656122
"s",32647,0.0447487057320615
"l",31661,0.0433972117555304
"i",28823,0.0395072118514782
"v",28258,0.0387327756478878
"m",27744,0.0380282443051525
"d",27679,0.037939149874651
"k",26106,0.0357830646565136
"u",23521,0.0322398476896444
"p",23491,0.032198727183259
"r",22112,0.0303085545730801
"í",21707,0.0297534277368781
"j",20627,0.0282730895070062
"á",17130,0.023479809146023
"c",16416,0.0225011410940522
"h",15863,0.021743153093016
"z",14148,0.0193924308113213
"y",13944,0.0191128113679011
"ě",13879,0.0190237169373995
"b",12744,0.0174679911124879
"ř",7964,0.0109161237617588
"š",7827,0.0107283401159324
"ž",7689,0.0105391857865599
"č",7037,0.00964550011445208
"é",6799,0.0093192774304618
"ý",5390,0.0073879843138975
"ů",2976,0.00407915423342467
"f",1816,0.0024891613198586
"g",1298,0.00177914724293858
