character,frequencyTot,frequencyRet
a,1969731,0.1651797896311627
i,1244021,0.10432243137603493
u,978529,0.08205852188344094
e,787785,0.06606290938944734
n,772079,0.06474581899692824
r,698738,0.05859551169540377
b,662341,0.055543293497484644
o,585489,0.04909855703715879
m,542179,0.04546662115915024
y,527127,0.044204374591711205
k,524144,0.043954223016460695
g,431038,0.036146441398869744
t,342751,0.028742776590240316
w,334833,0.02807878055509666
s,298946,0.025069330477652817
h,294935,0.02473297178897371
z,260481,0.021843691744159427
d,168076,0.01409469532745705
c,97116,0.008144056447210302
’,84753,0.007107306891453672
j,72992,0.0061210404896698215
f,62730,0.005260478818459391
v,56844,0.004766884392738812
l,55504,0.004654513252666508
p,52682,0.004417862986036628
',13174,0.001104759253218301
