character,frequencyTot,frequencyRet
d,244266,0.10712255859888925
a,204262,0.08957885282653466
n,179652,0.07878616711866429
e,178965,0.07848488410032593
y,178151,0.07812790538572997
i,166237,0.07290303510846188
r,140096,0.061438931203974305
o,122120,0.053555578165182034
w,110386,0.04840964667001133
l,102234,0.04483459693857861
h,96679,0.0423984584132954
f,74397,0.03262671428721788
g,71603,0.03140140896955068
t,71412,0.03131764615076957
m,61698,0.027057583210247305
s,59740,0.02619890468054352
c,55323,0.024261834677631555
u,51131,0.022423438152341324
b,46306,0.020307440243341954
',31584,0.013851124965354646
p,22404,0.009825247078387965
ô,3797,0.0016651697534654124
