character,frequencyTot,frequencyRet
ރ,801,0.16498455200823892
އ,503,0.10360453141091658
ަ,469,0.09660144181256437
ު,387,0.07971163748712667
ހ,379,0.0780638516992791
މ,257,0.0529351184346035
ް,238,0.0490216271884655
ި,226,0.04654994850669413
ނ,193,0.03975283213182286
ސ,165,0.03398558187435633
ޓ,139,0.0286302780638517
ޮ,117,0.024098867147270855
ެ,103,0.02121524201853759
ގ,99,0.0203913491246138
ފ,97,0.019979402677651904
ކ,78,0.016065911431513903
ﷲ,55,0.01132852729145211
ޑ,55,0.01132852729145211
ީ,52,0.010710607621009269
ާ,52,0.010710607621009269
ލ,49,0.010092687950566427
ވ,48,0.009886714727085478
ޅ,43,0.008856848609680742
ޕ,42,0.008650875386199793
ޖ,33,0.006797116374871267
ޗ,32,0.006591143151390319
ޭ,31,0.006385169927909372
