"character","frequency","frequencyRel"
"e",2720673,0.14464462668349
"s",1453738,0.0772880056903581
"a",1421342,0.0755656717950174
"n",1356462,0.0721163254828274
"t",1353522,0.0719600203324292
"i",1350346,0.0717911682379853
"r",1255105,0.0667276788403391
"l",1108112,0.0589127934755466
"u",1055547,0.0561181743494635
"o",999310,0.0531283332804341
"d",694508,0.0369235297254383
"c",618086,0.0328605527853923
"m",531949,0.0282810777038093
"p",508785,0.0270495632467259
"é",415778,0.0221048444973755
"v",265583,0.0141197247476934
"g",217400,0.0115580747267278
"f",195263,0.0103811607422496
"b",176774,0.00939819274030628
"h",175945,0.00935411894109534
"q",156140,0.00830118577659284
"'",141928,0.007545604552967
"x",95660,0.00508576553982881
"à",82940,0.00440950652177923
"j",78896,0.00419450719245593
"è",75211,0.00399859410428669
"’",66982,0.00356109917822301
"y",65421,0.00347810858646394
"z",46051,0.00244830220441832
"k",25248,0.00134231035280784
"ê",23663,0.00125804380063735
"ç",12503,0.000664722209329706
"w",11783,0.000626443396987277
"â",8523,0.000453125441103502
"ô",8446,0.000449031734783547
"î",7949,0.000422608721263843
"œ",4621,0.000245675544214394
"́",4589,0.000243974263665842
"û",3523,0.00018730035539219
"ù",2555,0.00013583661879848
"ï",2382,0.000126639070832869
"̂",1453,7.72487699077071e-05
"̀",966,5.13574065594254e-05
"á",811,4.31168289023747e-05
"ë",803,4.26915087652366e-05
"í",594,3.15800201825038e-05
"ü",594,3.15800201825038e-05
"ö",527,2.80179640339722e-05
"ó",470,2.49875580568633e-05
