"character","frequencyTot","frequencyRet"
"e",14078,0.11682115028753
"a",12534,0.104008829216075
"o",11115,0.0922337750707416
"i",9811,0.08141300649744
"n",7253,0.0601863761212855
"j",6403,0.053132961023658
"r",6156,0.0510833215776415
"l",5757,0.047772365549461
"s",5634,0.0467516948941573
"t",5440,0.0451418566248164
"k",4623,0.038362279995685
"v",4501,0.0373499074757902
"d",4083,0.0338812868748392
"m",3951,0.0327859330008547
"p",3668,0.0304375606801152
"b",2580,0.0214091893551519
"z",2514,0.0208615124181596
"u",2327,0.0193097610966816
"č",2088,0.0173265067339369
"g",1740,0.0144387556116141
"š",1433,0.0118912280410592
"h",1098,0.00911135267905302
"ž",834,0.00692064493108399
"c",786,0.00652233443145325
