"character","frequencyTot","frequencyRet"
"а",11568,0.113635693867327
"н",8445,0.0829575929036631
"е",7839,0.0770046857041818
"р",6825,0.067043880588218
"т",6655,0.0653739231230169
"ӑ",6093,0.0598532402086464
"л",6016,0.0590968477097025
"ӗ",5250,0.0515722158370907
"с",4372,0.0429473766932878
"и",4285,0.0420927514022731
"п",3992,0.0392145305946031
"у",3983,0.0391261210817395
"к",3675,0.0361005510859635
"м",3530,0.0346761756009391
"ҫ",3268,0.0321024764486881
"х",2943,0.028909910706392
"в",2532,0.0248725429522883
"ш",1978,0.0194304462715744
"ч",1650,0.0162084106916571
"о",1260,0.0123773318009018
"й",1255,0.0123282154048665
"ы",1078,0.010589494985216
