"character","frequency","frequencyRel"
"e",43464,0.157336316149561
"n",25429,0.0920510119493645
"i",23101,0.0836238321224692
"t",20432,0.0739622586869093
"a",19547,0.0707586271805509
"r",17672,0.0639712722941984
"s",15313,0.0554318748665154
"d",13361,0.0483657859394966
"o",13318,0.0482101292674363
"l",10045,0.0363621225778193
"k",9708,0.0351422086595789
"m",7518,0.0272145781523191
"h",7438,0.0269249843438347
"f",6472,0.0234281391063859
"w",6408,0.0231964640595984
"j",5635,0.0203982638851181
"y",5473,0.0198118364229373
"g",4767,0.0172561710630627
"b",4282,0.0155005085991262
"p",3972,0.0143783325912492
"u",3695,0.0133756140293721
"c",2724,0.00986066917889295
"û",1480,0.00535748545696093
"z",1010,0.00365612183211523
"ê",934,0.00338100771405507
"ú",909,0.00329050964890371
"â",839,0.00303711506647988
"'",498,0.00180272145781523
"ô",386,0.00139729012593711
"v",364,0.0013176518286039
