"character","frequency","frequencyRel"
"e",1992611,0.123540466967491
"a",1991607,0.123478219680472
"s",1322801,0.082012722626275
"i",1129498,0.0700280738984416
"r",1122810,0.069613422647857
"l",1062715,0.0658875753237122
"n",1041218,0.0645547765895889
"t",1029987,0.0638584625651698
"o",771185,0.0478129223507874
"c",648788,0.0402243952697766
"d",635427,0.0393960227579553
"u",590962,0.0366392243343245
"m",499317,0.0309572994150925
"p",441870,0.0273956262104974
"v",238977,0.0148164042929052
"b",230430,0.0142864963624707
"g",200941,0.0124581993037852
"f",166721,0.0103365836047714
"'",149157,0.009247628077668
"q",136943,0.00849036875131632
"é",107517,0.00666597764789202
"ó",85353,0.00529182538743201
"x",83752,0.00519256452436594
"à",79316,0.00491753567454638
"h",79037,0.00490023787267541
"í",44586,0.00276430033770393
"j",44362,0.00275041249677526
"è",44360,0.00275028849819554
"ò",37509,0.00232553136336376
"y",29835,0.0018497488129771
"z",22331,0.00138450614186665
"ç",20064,0.00124395375175373
"ú",14708,0.00091188555526285
"·",10825,0.00067114231273595
"ï",8078,0.000500830263490162
"ü",5508,0.000341492088549618
"’",2772,0.000171862031492291
"k",2716,0.000168390071260124
"w",2305,0.000142908363127609
