"character","frequencyTot","frequencyRet"
"о",430451,0.106742663861201
"е",370191,0.0917994695736379
"и",304976,0.0756275410063718
"а",301827,0.0748466561937011
"н",276056,0.0684559980459281
"т",265161,0.065754270502566
"с",229060,0.0568019927565432
"р",202844,0.0503009841033277
"в",175296,0.0434696678697765
"л",155656,0.038599366910471
"м",131944,0.0327192968317006
"д",130279,0.0323064123562809
"п",117726,0.0291935361881464
"к",102453,0.025406158054161
"у",96465,0.0239212618146335
"я",94629,0.0234659729876841
"ы",79476,0.0197083522933687
"ь",68648,0.0170232393204889
"г",65311,0.016195734519002
"б",64005,0.015871874383928
"з",63459,0.01573647803343
"ч",46770,0.0115979621113399
"ж",45996,0.0114060266254691
"й",44868,0.0111263066925722
"х",35370,0.00877100534270031
"ю",30990,0.0076848587947493
"ц",25544,0.00633436699106409
"ш",24695,0.00612383310539961
"э",21165,0.00524846842177699
"щ",15649,0.00388061811161768
"ф",11250,0.00278975996905226
"ъ",2435,0.000603828046634868
