"character","frequency","frequencyRel"
"a",280241,0.0893083408542772
"i",275000,0.0876381176734534
"e",251704,0.0802140537122869
"o",227911,0.0726316037711797
"z",196612,0.0626571112436837
"n",162220,0.0516969289054095
"s",131689,0.0419671857392705
"w",124568,0.0396978365176245
"c",124021,0.0395235163344704
"r",120502,0.0384020671123145
"y",119036,0.0379348762740989
"t",110954,0.0353592716666922
"m",107656,0.0343082516227393
"d",104397,0.0332696602572928
"k",91674,0.0292150429076224
"ł",91545,0.029173932663332
"p",91204,0.0290652613974169
"j",72075,0.0229691539320515
"u",66291,0.0211258853043305
"l",62185,0.0198173685364498
"ę",54206,0.0172745883876626
"b",52302,0.016667813929298
"g",43585,0.0138898449410817
"ą",34483,0.0109891825881225
"ż",30942,0.0098607223165527
"h",30486,0.00971540238324691
"ś",27795,0.00885782356630413
"ó",21930,0.00698874152937757
"ć",19284,0.00614550349532682
"f",4375,0.00139424278116858
"ń",4333,0.00138085805046936
"ź",2465,0.000785556218418409
