"character","frequency","frequencyRel"
"e",287459,0.18830359786502
"n",144312,0.0945333728117639
"a",114490,0.0749981003188844
"i",103721,0.0679437327554809
"t",102408,0.0670836357538328
"r",87878,0.0575655783022353
"o",87058,0.0570284270902388
"d",80434,0.0526892933972325
"s",64141,0.0420163608398425
"l",56990,0.0373320092337603
"g",47421,0.0310637166147421
"h",43361,0.0284041630529055
"k",42151,0.0276115374839837
"m",37318,0.0244456206454723
"v",32782,0.0214742573556963
"j",32332,0.0211794792515518
"u",28618,0.0187465772986797
"p",25795,0.0168973359920135
"b",25367,0.0166169692618494
"w",24764,0.0162219666022959
"z",20957,0.0137281438412338
"c",19349,0.0126748034157577
"f",12759,0.00835794184617561
