"character","frequencyTot","frequencyRet"
"e",21712,0.141893658179537
"a",18713,0.12229440058556
"n",11111,0.0726133214827208
"o",11072,0.0723584461755633
"r",10914,0.0713258744183615
"t",9045,0.0591114654676635
"i",6372,0.041642704030951
"h",6302,0.0411852355309249
"u",6140,0.0401265227165787
"l",5738,0.0374993464735714
"d",5421,0.0354276676948816
"z",4566,0.0298400167302766
"m",4503,0.029428295080253
"s",4153,0.0271409525801223
"k",3628,0.0237099388299263
"g",3481,0.0227492549798714
"v",3036,0.0198410623725623
"p",3013,0.0196907512939823
"'",2841,0.0185666858367752
"c",2766,0.0180765410153187
"b",2722,0.0177889893867308
"ñ",1900,0.0124170021435667
"w",1159,0.00757437130757568
"ù",689,0.00450279709311445
"f",687,0.00448972656454227
"j",513,0.00335259057876301
"ʼ",336,0.00219584880012548
"y",224,0.00146389920008365
