"character","frequencyTot","frequencyRet"
"a",13096,0.223157535997274
"n",6719,0.114492630143989
"h",6405,0.109142029479424
"i",5655,0.0963619323506859
"k",3673,0.0625883956718071
"u",3035,0.0517167930476272
"l",2564,0.0436908920507796
"m",2245,0.0382550907386896
"t",2134,0.0363636363636364
"g",1967,0.033517934736304
"c",1659,0.0282695748487688
"e",1619,0.0275879696685695
"r",1440,0.0245377864871773
"w",1259,0.0214535230467752
"o",1108,0.0188804634915225
"p",1020,0.0173809320950839
"s",1011,0.0172275709295391
"d",598,0.0101899974439806
"z",438,0.0074635767231831
"b",299,0.00509499872199029
"ṭ",256,0.00436227315327596
"v",238,0.00405555082218625
"f",216,0.0036806679730766
