character,frequencyTot,frequencyRet
о,430451,0.10674266386120138
е,370191,0.09179946957363788
и,304976,0.07562754100637181
а,301827,0.0748466561937011
н,276056,0.06845599804592813
т,265161,0.06575427050256596
с,229060,0.056801992756543226
р,202844,0.05030098410332775
в,175296,0.043469667869776484
л,155656,0.03859936691047102
м,131944,0.0327192968317006
д,130279,0.032306412356280866
п,117726,0.029193536188146373
к,102453,0.02540615805416102
у,96465,0.023921261814633468
я,94629,0.02346597298768414
ы,79476,0.01970835229336868
ь,68648,0.017023239320488864
г,65311,0.016195734519001984
б,64005,0.01587187438392801
з,63459,0.015736478033430003
ч,46770,0.01159796211133994
ж,45996,0.011406026625469145
й,44868,0.01112630669257217
х,35370,0.008771005342700314
ю,30990,0.0076848587947492995
ц,25544,0.0063343669910640886
ш,24695,0.006123833105399611
э,21165,0.00524846842177699
щ,15649,0.003880618111617676
ф,11250,0.0027897599690522626
ъ,2435,0.0006038280466348676
