"character","frequency","frequencyRel"
"e",1197586,0.129615186886807
"a",1102283,0.119300507059326
"o",773803,0.0837489921045938
"s",700774,0.0758450357430827
"n",659545,0.0713828054396589
"r",619396,0.0670374639457549
"i",596820,0.0645940549052714
"l",514652,0.0557009811083873
"d",445811,0.0482502935749035
"t",441092,0.0477395544155289
"c",424538,0.0459479087184982
"u",358107,0.0387580563988506
"m",257113,0.0278274374834272
"p",230652,0.0249635534198094
"b",122252,0.0132313803161409
"g",114292,0.0123698664978273
"v",96852,0.0104823286848385
"f",85662,0.0092712307417569
"h",78069,0.00844943747260419
"ó",75626,0.0081850306562549
"y",75280,0.00814758294505685
"í",47874,0.00518142117310908
"j",41422,0.0044831187666066
"q",41116,0.00445000027057595
"á",40526,0.00438614434685672
"z",34662,0.0037514814033151
"ñ",16897,0.0018287687170912
"x",14202,0.00153708784518727
"ú",12147,0.00131467441596182
"k",9068,0.00098143307845079
"w",5877,0.000636069938471029
"é",3708,0.000401318246018475
