character,frequency,frequencyRel
n,512,0.12228325770241223
h,380,0.09075710532600907
i,269,0.06424647719130643
c,265,0.06329113924050633
t,255,0.06090279436350609
g,206,0.04919990446620492
a,151,0.03606400764270361
m,140,0.033436828278003344
đ,113,0.0269882971101027
u,101,0.024122283257702413
à,101,0.024122283257702413
o,96,0.022928110819202294
y,92,0.0219727728684022
l,85,0.02030093145450203
v,67,0.0160019106759016
b,64,0.015285407212801529
ó,59,0.014091234774301409
r,59,0.014091234774301409
ư,57,0.013613565798901361
ô,53,0.012658227848101266
k,52,0.012419393360401243
á,49,0.01170288989730117
p,43,0.010269882971101027
ì,42,0.010031048483401002
s,42,0.010031048483401002
ê,37,0.008836876044900884
ấ,35,0.008359207069500836
ả,35,0.008359207069500836
ế,35,0.008359207069500836
e,34,0.008120372581800811
ờ,33,0.007881538094100788
â,33,0.007881538094100788
ạ,30,0.007165034631000717
ớ,30,0.007165034631000717
ố,24,0.005732027704800574
ề,24,0.005732027704800574
ộ,23,0.00549319321710055
ơ,23,0.00549319321710055
ắ,23,0.00549319321710055
ậ,22,0.005254358729400526
ợ,20,0.004776689754000477
