"character","frequency","frequencyRel"
"а",47917,0.12373181155023
"э",33364,0.0861528927220379
"н",29520,0.076226873071411
"г",24963,0.0644597368726841
"л",20691,0.0534285308509677
"р",19631,0.0506913870347178
"х",19253,0.0497153112209985
"д",19044,0.0491756290911908
"о",18865,0.0487134132958052
"й",17014,0.0439337404619576
"и",16552,0.0427407589118562
"ү",13541,0.0349657211470182
"у",12721,0.0328483080061457
"т",12634,0.0326236556363214
"с",11351,0.0293106787342001
"б",11241,0.0290266355079855
"ө",10073,0.0260106128878158
"м",8741,0.0225711076394717
"ж",6747,0.0174221786115451
"в",5511,0.0142305656333518
"ч",5317,0.0137296166707552
"з",3576,0.00923398706312215
"ш",3382,0.00873303810052548
"ы",3175,0.00819852039301254
"ь",3105,0.00801776561269415
"ц",2588,0.00668276244948549
"я",2339,0.00603979187378152
"ю",1560,0.00402824938995262
"е",1279,0.00330264805753166
"ё",617,0.00159322427794921
"к",511,0.00131950989632422
