"","language","Lmin","L","Lrand","corr","corr_min","eta","psi","omega","family","script"
"1","Arabic",3.3475772528717,4.1856091247371,5.15792983860211,-0.145375104965556,-0.861452061225974,0.799782577185099,0.537089140275245,0.16875588498641,"Afro-Asiatic","Arabic"
"2","Maltese",3.71426635345139,5.07420039754246,7.34045164457536,-0.192812815156736,-0.81294808062778,0.731990473858755,0.624968407593548,0.237177280753084,"Afro-Asiatic","Latin"
"3","Vietnamese",2.70307692307692,3.22076923076923,3.40418118466899,-0.155173764469104,-0.718859330616653,0.839264389777884,0.261604391739493,0.215861098076021,"Austroasiatic","Latin"
"4","Indonesian",3.69115391555395,5.38016510285096,7.23526329578203,-0.197938962708615,-0.911319161835277,0.686067034187855,0.523431416445643,0.217200483648332,"Austronesian","Latin"
"5","Esperanto",3.2292556395599,4.83032269961276,7.72228984677073,-0.172639619849971,-0.919506269827415,0.668538282094234,0.643655715444293,0.187752520580827,"Conlang","Latin"
"6","Interlingua",3.38971617665776,4.49691358024691,7.41822766570605,-0.231090304715307,-0.792116961368991,0.753787262345308,0.725159675825891,0.291737604401149,"Conlang","Latin"
"7","Tamil",4.60435356200528,5.72229551451187,7.02491803278689,-0.261401190406118,-0.872103183882827,0.804634005763689,0.538148243518749,0.299736539479529,"Dravidian","Tamil"
"8","Persian",2.64016577120116,3.80231808279914,5.49086102719033,-0.203193688501363,-0.920928110778884,0.694356893271159,0.592326710771222,0.220640119595774,"Indo-European","Arabic"
"9","Assamese",4.243,4.7135,5.49955156950673,-0.302774723586446,-0.659071883939481,0.900180333085817,0.625562522527667,0.459395600031768,"Indo-European","Assamese"
"10","Russian",4.04799133350658,6.31295966386028,8.99927947119451,-0.132015286004833,-0.936915631331833,0.641219261494741,0.542549682553648,0.140904134363915,"Indo-European","Cyrillic"
"11","Ukrainian",4.5253173973418,5.52376347285591,7.67282450170151,-0.160760588023765,-0.860418554198908,0.819245324239436,0.682781946979202,0.186839982981819,"Indo-European","Cyrillic"
"12","Panjabi",3.6,3.72727272727273,3.93684210526316,-0.341508683307579,-0.480620734604824,0.965853658536585,0.622159090909091,0.710557532621589,"Indo-European","Devanagari"
"13","Modern Greek",3.61532985287138,4.85345145810262,7.64244086390127,-0.24343159669587,-0.84623759141293,0.7448987352775,0.692553395761841,0.287663416475533,"Indo-European","Greek"
"14","Breton",2.87945860286286,3.97516431558985,6.32184173993522,-0.236463234962865,-0.896895235340157,0.724362158205678,0.681701405945518,0.263646439010442,"Indo-European","Latin"
"15","Catalan",2.98107940917394,4.8958332448021,8.57549897112848,-0.154449489601913,-0.919368373678572,0.608901337139893,0.657738606405273,0.167995217177126,"Indo-European","Latin"
"16","Czech",3.80118686465485,4.85365772526478,7.15955588822355,-0.220869235441685,-0.919130993958399,0.783159233678243,0.686612503502803,0.2403022386292,"Indo-European","Latin"
"17","Dutch",3.24453568936297,4.75629610706809,8.27067316707294,-0.272891011257965,-0.948752047918333,0.682155949992566,0.699220241306668,0.28763153856344,"Indo-European","Latin"
"18","English",2.36391767365301,4.60779670914356,7.79118497942624,-0.0737981912938189,-0.828102800814627,0.513025600491907,0.586554538578995,0.0891171859595471,"Indo-European","Latin"
"19","French",2.54551891303684,5.03894586990754,8.11479660808652,-0.0352557683754398,-0.844462877432972,0.505168933891237,0.552288987297759,0.0417493406964336,"Indo-European","Latin"
"20","German",2.91423992005845,5.72881074186311,10.2756747050452,-0.112184845381634,-0.86685210467173,0.508698934451217,0.617660020904506,0.129416361541993,"Indo-European","Latin"
"21","Irish",3.01986725858204,4.22328688848842,6.58675897879706,-0.211526340953468,-0.93216179031699,0.715051413346655,0.662613915895985,0.226920201139693,"Indo-European","Latin"
"22","Italian",3.13388440125818,5.29111965976047,8.15176640230714,-0.0527608934641964,-0.897952521054401,0.592291349048803,0.570090476808474,0.0587568855001856,"Indo-European","Latin"
"23","Latvian",4.00207523552276,4.84149153435668,7.09368583162218,-0.252765954576378,-0.72699372753242,0.826620310522663,0.728485760822214,0.347686568678278,"Indo-European","Latin"
"24","Polish",3.81569576218115,5.26836889053798,7.87033313621131,-0.168855335773883,-0.937115829437757,0.724265107751691,0.64172551220951,0.180186195206191,"Indo-European","Latin"
"25","Portuguese",3.14877542858305,4.60973014011564,7.48969269675837,-0.182858038797802,-0.906792016708832,0.683071531927909,0.663445621909607,0.201653781052769,"Indo-European","Latin"
"26","Romanian",3.60716212166617,5.0312556188193,7.67095673747868,-0.208463063601511,-0.778813290549017,0.716950676919228,0.649565582962317,0.267667573385345,"Indo-European","Latin"
"27","Romansh",3.80865314989138,4.93811097031137,7.52943577186001,-0.231711924733945,-0.793286733817157,0.771277351357544,0.696446168676632,0.292091011807279,"Indo-European","Latin"
"28","Slovenian",3.6447238845542,4.56438906143474,6.42876209542876,-0.205575901340645,-0.866008657276813,0.798512974134712,0.669665030713914,0.237383194282473,"Indo-European","Latin"
"29","Spanish",2.6908273063267,5.01165570830843,7.90803655262705,-0.0295150607420699,-0.907397381378249,0.536913839046404,0.555159033801935,0.0325271610297568,"Indo-European","Latin"
"30","Swedish",3.091558421036,4.05328529439651,6.88863942523574,-0.278222051600228,-0.895890158114616,0.762729044834308,0.746719421498567,0.31055375380587,"Indo-European","Latin"
"31","Welsh",2.76014396769862,4.16601594972093,6.9962569637883,-0.199517281044341,-0.906326893584606,0.662538022180044,0.66812217159456,0.220138321456215,"Indo-European","Latin"
"32","Western Frisian",3.43486939027674,4.38498582223137,7.98586530466801,-0.284895613442441,-0.795132660051739,0.783325084624527,0.791228898063795,0.358299473478932,"Indo-European","Latin"
"33","Oriya",3.78278900984966,4.31467081389321,5.44191096634093,-0.318509603399617,-0.697754914262488,0.876727141655653,0.67941970633167,0.456477764454407,"Indo-European","Odia"
"34","Dhivehi",2.16210374639769,3.4978386167147,7.73548387096774,-0.232490968181309,-0.816710623047794,0.618125643666323,0.760336664562235,0.284667496197982,"Indo-European","Thaana"
"35","Georgian",6.00503843420968,7.26664944125057,8.23763373190686,-0.112930934820882,-0.67114131023821,0.826383394817547,0.434912808271978,0.168266999956833,"Kartvelian","Georgian"
"36","Basque",4.44326231887837,6.41240536476397,8.88543083446676,-0.161901739615847,-0.911802963522398,0.692916630519649,0.556715815940906,0.177562199392731,"Language isolate","Latin"
"37","Mongolian",4.18621705031286,5.4824032390498,7.32228509835624,-0.224985784177914,-0.860997058817306,0.763573357847061,0.586684291003939,0.261308423616408,"Mongolic","Mongolian"
"38","Kinyarwanda",3.68860865443246,6.13086736608745,9.19146813667534,-0.189282703007321,-0.899000872085194,0.601645482470522,0.556183704211258,0.2105478524935,"Niger-Congo","Latin"
"39","Abkhazian",5.87830687830688,6.17460317460317,6.64,-0.33002527183732,-0.517902763818165,0.952013710368466,0.611003056404557,0.637234042553191,"Northwest Caucasian","Cyrillic"
"40","Hakha Chin",2.5616646074357,3.2957991688195,5.29463220675944,-0.286277172944597,-0.811447124530533,0.777251427110846,0.73137824189154,0.352798308466771,"Sino-Tibetan","Latin"
"41","Chuvash",4.99987707437001,6.25685310387216,7.5277628032345,-0.203283397296347,-0.827658647396232,0.799104116936316,0.502755992824575,0.245612606037362,"Turkic","Cyrillic"
"42","Kirghiz",4.5072184025396,6.03839711582944,7.80937410688768,-0.192508661860449,-0.890493824417706,0.746426297588824,0.536309353531188,0.216181916799176,"Turkic","Cyrillic"
"43","Tatar",4.04564204100153,5.42623987680293,7.47133957782459,-0.23522134649978,-0.883077396722838,0.745570069302791,0.59698781898832,0.266365493412812,"Turkic","Cyrillic"
"44","Yakut",5.00565913577539,6.31866637420487,7.97599801019774,-0.262676500689154,-0.740995495848859,0.792201841231931,0.55796045705902,0.354491359476134,"Turkic","Cyrillic"
"45","Turkish",4.58326383097025,6.0024186822352,8.08306352573406,-0.215636782963108,-0.893736524739626,0.763569499830946,0.594503978788216,0.241275562757077,"Turkic","Latin"
"46","Estonian",4.67666976068445,6.19981435893297,8.83998672639788,-0.229342588618663,-0.83109524927286,0.754324160359108,0.634151180226675,0.275952231491299,"Uralic","Latin"
