"","language","Lmin","L","Lrand","eta","psi","omega"
"L","Arabic",3.38556463555092,5.55585167959195,5.55569025609941,0.609757086830576,-7.4384400152419e-05,-2.61338922127723e-05
"L1","Czech",4.7212101910828,7.25441308707006,7.25448369565217,0.651050131629036,2.78724669812288e-05,-5.08649243799678e-06
"L2","German",4.52905779030684,8.5469118941776,8.54722445695897,0.530518438438229,7.77874108519641e-05,-1.89243985130397e-05
"L3","English",3.7854976564654,6.99138545409429,6.99114521841795,0.542141604160405,-7.49413875682307e-05,1.96135403216382e-05
"L4","Finnish",6.54858787831635,9.2717496776628,9.27162238552855,0.706544520822963,-4.67464271637566e-05,-1.30269630773732e-06
"L5","French",3.69232593435781,7.47082629595902,7.47094582513857,0.494988862307115,3.16330255488342e-05,2.0769092284292e-05
"L6","Hindi",3.02678652091427,5.83224639176981,5.8320735444331,0.519631742256667,-6.16148491270588e-05,-1.37795263704572e-05
"L7","Indonesian",4.13312325346334,7.33691031345502,7.33681462140992,0.563649022628736,-2.98693082789247e-05,-8.7384473108339e-06
"L8","Icelandic",4.43613060726274,7.87829518510833,7.87854251012146,0.563870416204427,7.18464321255023e-05,6.72555777911154e-06
"L9","Italian",3.80476736190694,7.63330745482466,7.63324360699865,0.499105340742565,-1.66770855871082e-05,8.0066150218328e-06
"L10","Japanese",1.44762905768687,2.7111086940211,2.71104699093157,0.53614542397675,-4.88382251857501e-05,-1.75195734262113e-05
"L11","Japanese-romaji",2.75329505943236,6.09264020287863,6.092390183543,0.45267576668308,-7.48763740884082e-05,4.55458018498767e-07
"L12","Japanese-strokes",5.17277762056838,13.9351419413834,13.9350783182193,0.372388732753201,-7.26101126367542e-06,-7.55818753962917e-06
"L13","Korean",2.38498840396374,3.19309029102537,3.1931396390631,0.746995244685241,6.10628748506506e-05,8.61333695533725e-06
"L14","Polish",5.16099051085402,7.97004337014169,7.97025515077091,0.647869188155746,7.53865001586536e-05,-2.40908729498103e-06
"L15","Portuguese",3.56594888675536,7.47781564161295,7.47780908770694,0.477809459186639,-1.67539371850578e-06,-1.96725778651162e-05
"L16","Russian",5.18662061908416,8.07527790796879,8.07532140860816,0.642637993929374,1.50588941330858e-05,-1.13202146419885e-05
"L17","Spanish",3.73523692074183,7.58871268642983,7.58837814397225,0.493077256795589,-8.68233055051333e-05,6.95584810762482e-06
"L18","Swedish",4.31117516363418,7.95969380502012,7.96011639849367,0.542222264966786,0.000115812627924238,2.45685736565674e-05
"L19","Thai",3.16893392559689,6.3649104092171,6.36452550885541,0.498392366503126,-0.000120447294864779,3.04703077247749e-06
"L20","Turkish",5.34920522282146,7.91547663305422,7.91550125128809,0.676026879239428,9.59290495041819e-06,3.13870620171878e-06
"L21","Chinese",1.46840336134454,2.18310223798319,2.18306175819755,0.673228100027765,-5.66421465498387e-05,-1.26416384172411e-05
"L22","Chinese-pinyin",3.87607843137255,6.58226971042017,6.58217662442165,0.589402424230466,-3.43986034066515e-05,-9.28969294652373e-06
"L23","Chinese-strokes",3.24448179271709,7.88401594532213,7.88432910883122,0.413000696345775,6.74943565503241e-05,1.30640284493844e-05
