"","language","Lmin","L","Lrand","corr","corr_min","eta","psi","omega","family","script"
"1","Indonesian",2.27183542422261,3.4686366609192,4.34638816362054,-0.126790258017163,-0.767808680338734,0.654964946262363,0.423103971295556,0.165132618663841,"Austronesian","Latin"
"2","Czech",2.70031847133758,3.25331210191083,4.33763586956522,-0.194609982876436,-0.647138490801575,0.830021340329307,0.662256303407114,0.300723856860041,"Indo-European","Latin"
"3","English",2.13735869864902,2.99652605459057,4.33156237701692,-0.192438798000042,-0.753353022121227,0.713278863494167,0.60843773783999,0.255443055711371,"Indo-European","Latin"
"4","French",1.77613356099412,2.65333902485297,4.23529411764706,-0.156995727800903,-0.761813697492471,0.669395634842608,0.643290690603472,0.206081524023076,"Indo-European","Latin"
"5","German",2.62815786620406,3.52434132061151,5.36894609814964,-0.221814571969889,-0.674196066289302,0.745716043685587,0.67301981088437,0.329006031124938,"Indo-European","Latin"
"6","Icelandic",2.53524565151053,3.23643576441868,4.91125506072875,-0.251608132621898,-0.653405128598441,0.7833449621905,0.704887484793732,0.38507217285178,"Indo-European","Latin"
"7","Italian",1.86527618611047,2.58881503552601,4.2000336473755,-0.183081963143078,-0.75164759804204,0.720513501549358,0.690101065562712,0.243574201021844,"Indo-European","Latin"
"8","Polish",2.86689197972183,3.5147536721695,4.62887160594897,-0.172643050239036,-0.656540889701463,0.815673656570139,0.632310338437386,0.262958565029421,"Indo-European","Latin"
"9","Portuguese",1.76464133863668,2.44022310611256,4.27474462839028,-0.177091905504676,-0.75920215491845,0.723147540983607,0.730854993006204,0.233260541158104,"Indo-European","Latin"
"10","Spanish",1.92022008253095,2.72627235213205,4.38768430182134,-0.161311553440033,-0.741050911747059,0.704339051463168,0.673327676527398,0.217679448041882,"Indo-European","Latin"
"11","Swedish",2.57052783282291,3.43001261034048,5.07976720301267,-0.230835267850716,-0.683186475431417,0.749422268907563,0.657471986240767,0.337880324262784,"Indo-European","Latin"
"12","Japanese-romaji",0.997210317781192,1.83177003315275,2.95091771499278,-0.144985864402558,-0.779069101240299,0.544397113028892,0.572832801594205,0.186101417925235,"Japonic","Latin"
"13","Chinese-pinyin",1.82123844214066,2.66943121322499,3.57826961770624,-0.12223728216019,-0.742529454636888,0.682257116466538,0.517257984445662,0.164622805730941,"Sino-Tibetan","Latin"
"14","Turkish",2.98836219131422,3.68145046835084,4.56366848226115,-0.237276943845194,-0.670664689697011,0.811734998747085,0.560029512343282,0.353793702710649,"Turkic","Latin"
"15","Finnish",3.30732124795768,3.93425659379133,4.89330130016959,-0.229231442380853,-0.596503012557487,0.840647062313366,0.604701619696104,0.384292178840859,"Uralic","Latin"
